study,site_id,country,region,subject_count,avg_dqi_score,max_dqi_score,std_dqi_score,total_issue_types,avg_issue_types,high_risk_count,medium_risk_count,subjects_with_issues,sae_pending_count_sum,uncoded_meddra_count_sum,missing_visit_count_sum,missing_pages_count_sum,lab_issues_count_sum,max_days_outstanding_sum,max_days_page_missing_sum,uncoded_whodd_count_sum,edrr_open_issues_sum,inactivated_forms_count_sum,site_risk_category,anomaly_score,is_anomaly,high_risk_rate,issue_rate,cluster_id,cluster_probability,cluster_name
Study_22,Site 1042,USA,AMERICA,5,0.0484387568555758,0.2421937842778793,0.1083123530746516,3,0.6,0,1,1,0,0,1,2,0,6,0,0,0,0,Medium,0.0,False,0.0,0.2,5,0.9994694060686822,Data Laggards
Study_22,Site 1044,USA,AMERICA,2,0.1166666666666666,0.2333333333333333,0.1649915822768611,1,0.5,1,0,1,24,0,0,0,0,0,0,0,0,0,High,0.6,True,0.5,0.5,7,0.7232125332065434,Safety Concerns
Study_22,Site 1047,USA,AMERICA,15,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999918145214819,High Performers
Study_22,Site 1048,USA,AMERICA,23,0.0098423595219933,0.1330409356725146,0.0331545586702679,3,0.1304347826086956,0,2,2,0,0,0,3,0,0,109,0,0,0,Low,0.0,False,0.0,0.08695652173913043,5,0.9991756353920065,Data Laggards
Study_22,Site 1049,USA,AMERICA,22,0.0088038643313872,0.1936850152905199,0.0412937840072862,2,0.0909090909090909,0,1,1,0,1,0,0,0,0,0,4,0,0,Low,0.0,False,0.0,0.045454545454545456,5,0.9976576661252913,Data Laggards
Study_22,Site 1051,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_22,Site 1052,USA,AMERICA,16,0.0163157894736842,0.1333333333333333,0.0445950050594133,3,0.1875,0,2,2,0,1,0,1,0,0,18,0,0,0,Low,0.0,False,0.0,0.125,5,0.9997339671713482,Data Laggards
Study_22,Site 1054,USA,AMERICA,14,0.0172995560198485,0.2421937842778793,0.0647290115695758,3,0.2142857142857142,0,1,1,0,0,1,2,0,6,0,0,0,0,Low,0.0,False,0.0,0.07142857142857142,5,0.9995530193484252,Data Laggards
Study_22,Site 1056,USA,AMERICA,24,0.0038888888888888,0.0933333333333333,0.0190515868883136,1,0.0416666666666666,0,1,1,0,0,0,2,0,0,0,0,0,0,Low,0.0,False,0.0,0.041666666666666664,5,0.9976881201824032,Data Laggards
Study_22,Site 1057,USA,AMERICA,13,0.0340508322087269,0.4426608187134502,0.1227720215007857,4,0.3076923076923077,1,0,1,38,1,0,1,0,0,131,0,0,0,Low,1.0,True,0.07692307692307693,0.07692307692307693,9,0.6450698394499109,Safety Concerns
Study_22,Site 1058,USA,AMERICA,36,0.0035396361273554,0.1274269005847953,0.0212378167641325,2,0.0555555555555555,0,1,1,0,0,0,1,0,0,13,0,0,0,Low,0.0,False,0.0,0.027777777777777776,5,0.9892680452499328,Data Laggards
Study_22,Site 1059,USA,AMERICA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999958070754227,High Performers
Study_22,Site 1067,USA,AMERICA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999968800970788,High Performers
Study_22,Site 1072,USA,AMERICA,7,0.019047619047619,0.1333333333333333,0.0503952630678969,1,0.1428571428571428,0,1,1,0,0,0,10,0,0,0,0,0,0,Low,0.0,False,0.0,0.14285714285714285,5,0.9998428492391044,Data Laggards
Study_22,Site 1073,USA,AMERICA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999976168767662,High Performers
Study_22,Site 1074,USA,AMERICA,8,0.0155989583333333,0.1247916666666666,0.0441205168677856,2,0.25,0,1,1,0,0,0,1,0,0,0,0,1,0,Low,0.0,False,0.0,0.125,5,0.9998346078960922,Data Laggards
Study_22,Site 1080,USA,AMERICA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999958070754227,High Performers
Study_22,Site 1083,USA,AMERICA,13,0.0047275641025641,0.0614583333333333,0.0170454747798377,1,0.0769230769230769,0,1,1,0,0,0,0,0,0,0,0,1,0,Low,0.0,False,0.0,0.07692307692307693,5,0.9998197250474293,Data Laggards
Study_22,Site 1084,USA,AMERICA,15,0.0032478632478632,0.0487179487179487,0.0125789202697334,1,0.0666666666666666,0,1,1,0,0,0,0,0,0,0,0,0,1,Low,0.0,False,0.0,0.06666666666666667,5,0.9997817251177659,Data Laggards
Study_22,Site 1088,USA,AMERICA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999958070754227,High Performers
Study_22,Site 109,IND,ASIA,49,0.0099600790956236,0.2454844606946983,0.0487845464430318,6,0.1224489795918367,1,1,2,0,0,2,4,0,22,0,0,0,0,Low,0.0,False,0.02040816326530612,0.04081632653061224,1,0.9976771065836073,Safety Concerns
Study_22,Site 1090,USA,AMERICA,11,0.0443011467508725,0.2436563071297989,0.0985638292531271,6,0.5454545454545454,0,2,2,0,0,2,4,0,20,0,0,0,0,Low,0.0,False,0.0,0.18181818181818182,5,0.9992772368247637,Data Laggards
Study_22,Site 1092,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_22,Site 1093,USA,AMERICA,4,0.0172094801223241,0.0688379204892966,0.0344189602446483,1,0.25,0,1,1,0,0,0,0,0,0,0,1,0,0,Low,0.0,False,0.0,0.25,5,0.9999790608575694,Data Laggards
Study_22,Site 1095,USA,AMERICA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998327304442,High Performers
Study_22,Site 1099,USA,AMERICA,14,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999931419599984,High Performers
Study_22,Site 11,CZE,EMEA,21,0.0044444444444444,0.0933333333333333,0.0203670030886926,1,0.0476190476190476,0,1,1,0,0,0,2,0,0,0,0,0,0,Low,0.0,False,0.0,0.047619047619047616,5,0.9981131069549843,Data Laggards
Study_22,Site 1100,USA,AMERICA,21,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999728524493567,High Performers
Study_22,Site 1102,USA,AMERICA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999976168767662,High Performers
Study_22,Site 1103,USA,AMERICA,17,0.0306957737391117,0.2418281535648994,0.0654772242164285,6,0.3529411764705882,0,4,4,0,0,1,8,0,5,0,0,0,0,Low,0.0,False,0.0,0.23529411764705882,5,0.9998102875779649,Data Laggards
Study_22,Site 1106,USA,AMERICA,11,0.1135339727291642,0.4973076923076923,0.1565944205095757,16,1.4545454545454546,2,4,6,14,0,2,12,0,201,103,0,1,8,Medium,0.9,True,0.18181818181818182,0.5454545454545454,8,0.9995698147733165,Safety Concerns
Study_22,Site 1108,USA,AMERICA,5,0.0122916666666666,0.0614583333333333,0.0274850022234349,1,0.2,0,1,1,0,0,0,0,0,0,0,0,1,0,Low,0.0,False,0.0,0.2,5,0.9999480341877652,Data Laggards
Study_22,Site 1109,USA,AMERICA,23,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999572873399805,High Performers
Study_22,Site 1110,USA,AMERICA,13,0.0195865560399381,0.2546252285191956,0.0706203321117458,3,0.2307692307692307,1,0,1,0,0,1,2,0,40,0,0,0,0,Low,0.0,False,0.07692307692307693,0.07692307692307693,9,0.999820400639055,Safety Concerns
Study_22,Site 1112,USA,AMERICA,14,0.0186263736263736,0.2116666666666666,0.0570806813989936,3,0.2142857142857142,0,2,2,0,0,1,0,0,119,0,0,0,2,Low,0.0,False,0.0,0.14285714285714285,5,0.9997609213425698,Data Laggards
Study_22,Site 1113,USA,AMERICA,52,0.0169766961127397,0.249872029250457,0.0536667555638373,12,0.2307692307692307,1,5,6,0,0,2,10,0,38,0,0,1,2,Low,0.0,False,0.019230769230769232,0.11538461538461539,1,0.974488178189051,Safety Concerns
Study_22,Site 1114,USA,AMERICA,23,0.0159552764751079,0.2736380255941499,0.0594420079007651,4,0.1739130434782608,1,1,2,0,0,1,4,0,92,0,0,0,0,Low,0.825,True,0.043478260869565216,0.08695652173913043,1,0.9502207491140039,Safety Concerns
Study_22,Site 1115,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_22,Site 1116,USA,AMERICA,9,0.0564208815762746,0.2612065813528336,0.1120164043827429,6,0.6666666666666666,2,0,2,0,0,2,4,0,76,0,0,0,0,Medium,0.825,True,0.2222222222222222,0.2222222222222222,9,0.9754742487676188,Safety Concerns
Study_22,Site 1117,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_22,Site 1120,USA,AMERICA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999968800970788,High Performers
Study_22,Site 1121,USA,AMERICA,20,0.0058525641025641,0.117051282051282,0.0261734623520167,2,0.1,0,1,1,0,0,0,2,0,0,0,0,0,1,Low,0.0,False,0.0,0.05,5,0.9976048440861177,Data Laggards
Study_22,Site 1123,USA,AMERICA,25,0.0059916666666666,0.0883333333333333,0.0210973959469111,2,0.08,0,2,2,0,0,0,1,0,0,0,0,1,0,Low,0.0,False,0.0,0.08,5,0.9996130463847361,Data Laggards
Study_22,Site 1125,USA,AMERICA,16,0.008220029239766,0.1315204678362573,0.0328801169590643,2,0.125,0,1,1,0,0,0,1,0,0,83,0,0,0,Low,0.0,False,0.0,0.0625,5,0.9975942775215009,Data Laggards
Study_22,Site 1128,USA,AMERICA,10,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999963949197164,High Performers
Study_22,Site 1129,USA,AMERICA,12,0.0176681957186544,0.0743425076452599,0.0319916826664437,3,0.25,0,3,3,0,0,0,0,0,0,0,4,0,0,Low,0.0,False,0.0,0.25,5,0.9999579088202789,Data Laggards
Study_22,Site 113,BEL,EMEA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_22,Site 1136,USA,AMERICA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999978963593812,High Performers
Study_22,Site 1137,USA,AMERICA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998327304442,High Performers
Study_22,Site 1139,USA,AMERICA,5,0.0216666666666666,0.1083333333333333,0.0484481395124954,1,0.2,0,1,1,0,0,0,5,0,0,0,0,0,0,Low,0.0,False,0.0,0.2,5,0.9999181817736963,Data Laggards
Study_22,Site 1140,USA,AMERICA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999978963593812,High Performers
Study_22,Site 1145,USA,AMERICA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999958070754227,High Performers
Study_22,Site 1148,USA,AMERICA,15,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999918145214819,High Performers
Study_22,Site 1152,USA,AMERICA,11,0.020127591706539,0.1280701754385965,0.0454497101432203,3,0.2727272727272727,0,2,2,0,0,0,3,0,0,24,0,0,0,Low,0.0,False,0.0,0.18181818181818182,5,0.9998464234299839,Data Laggards
Study_22,Site 1153,USA,AMERICA,8,0.0300914076782449,0.2407312614259598,0.0851113536989438,3,0.375,0,1,1,0,0,1,2,0,2,0,0,0,0,Low,0.0,False,0.0,0.125,5,0.9996702326516885,Data Laggards
Study_22,Site 1155,USA,AMERICA,18,0.0315002821861752,0.27717125382263,0.0837804153635221,6,0.3333333333333333,1,2,3,18,0,1,2,0,2,0,1,0,2,Low,0.733,True,0.05555555555555555,0.16666666666666666,7,0.7935785371529848,Safety Concerns
Study_22,Site 1156,USA,AMERICA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999978963593812,High Performers
Study_22,Site 1157,USA,AMERICA,14,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999931419599984,High Performers
Study_22,Site 1161,USA,AMERICA,13,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999994216849469,High Performers
Study_22,Site 1162,USA,AMERICA,2,0.0307291666666666,0.0614583333333333,0.0434576042604232,1,0.5,0,1,1,0,0,0,0,0,0,0,0,1,0,Low,0.0,False,0.0,0.5,5,0.9998104181642389,Data Laggards
Study_22,Site 1163,USA,AMERICA,13,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999994216849469,High Performers
Study_22,Site 1164,USA,AMERICA,94,0.0195979682860736,0.31,0.0716842715627101,19,0.202127659574468,6,1,7,0,0,9,17,0,596,0,0,0,0,Low,0.975,True,0.06382978723404255,0.07446808510638298,1,0.9985939187254479,Safety Concerns
Study_22,Site 1166,USA,AMERICA,29,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999802534211204,High Performers
Study_22,Site 1169,USA,AMERICA,4,0.0161458333333333,0.0645833333333333,0.0322916666666666,1,0.25,0,1,1,0,0,0,0,0,0,0,0,2,0,Low,0.0,False,0.0,0.25,5,0.9999798877234135,Data Laggards
Study_22,Site 1170,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_22,Site 1171,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_22,Site 1172,USA,AMERICA,36,0.0257309122994109,0.2502376599634369,0.0699044815672072,12,0.3333333333333333,2,4,6,0,0,3,6,0,60,0,0,3,0,Low,0.825,True,0.05555555555555555,0.16666666666666666,7,0.7506105576871132,Safety Concerns
Study_22,Site 1173,USA,AMERICA,10,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999963949197164,High Performers
Study_22,Site 1174,USA,AMERICA,5,0.0122916666666666,0.0614583333333333,0.0274850022234349,1,0.2,0,1,1,0,0,0,0,0,0,0,0,1,0,Low,0.0,False,0.0,0.2,5,0.9999480341877652,Data Laggards
Study_22,Site 1175,USA,AMERICA,13,0.0974711624099895,0.2799999999999999,0.1320172053049037,14,1.0769230769230769,4,1,5,0,0,4,21,0,419,0,0,0,2,Medium,0.9,True,0.3076923076923077,0.38461538461538464,7,0.9869114795221894,Safety Concerns
Study_22,Site 1177,USA,AMERICA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999984930023182,High Performers
Study_22,Site 1179,USA,AMERICA,31,0.0576739817381219,0.2619378427787934,0.1043604720001053,22,0.7096774193548387,1,7,8,0,0,7,14,0,127,0,0,1,0,Medium,0.9,True,0.03225806451612903,0.25806451612903225,7,0.9999998075784536,Safety Concerns
Study_22,Site 1180,USA,AMERICA,16,0.0085657051282051,0.137051282051282,0.0342628205128205,2,0.125,0,1,1,0,0,0,6,0,0,0,0,0,1,Low,0.0,False,0.0,0.0625,5,0.9974670817395103,Data Laggards
Study_22,Site 1181,USA,AMERICA,15,0.0124444444444444,0.0933333333333333,0.0328408056922865,2,0.1333333333333333,0,2,2,0,0,0,4,0,0,0,0,0,0,Low,0.0,False,0.0,0.13333333333333333,5,0.9998025614380843,Data Laggards
Study_22,Site 1182,USA,AMERICA,8,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.99999728223799,High Performers
Study_22,Site 1184,USA,AMERICA,2,0.1203656307129799,0.2407312614259598,0.1702227073978877,3,1.5,0,1,1,0,0,1,2,0,2,0,0,0,0,High,0.0,False,0.0,0.5,8,0.9999964954571273,Safety Concerns
Study_22,Site 1187,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_22,Site 1188,USA,AMERICA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999976168767662,High Performers
Study_22,Site 1189,USA,AMERICA,13,0.0189677963718183,0.246581352833638,0.0683893624011507,3,0.2307692307692307,1,0,1,0,0,1,2,0,18,0,0,0,0,Low,0.0,False,0.07692307692307693,0.07692307692307693,9,0.9998253032859409,Safety Concerns
Study_22,Site 1191,USA,AMERICA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999968800970788,High Performers
Study_22,Site 1192,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_22,Site 12,FRA,EMEA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_22,Site 124,BGR,EMEA,24,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999458635886194,High Performers
Study_22,Site 125,BGR,EMEA,60,0.01670143233316,0.279892155711722,0.0631728821076464,13,0.2166666666666666,1,3,4,0,0,4,8,0,18,0,1,0,0,Low,0.0,False,0.016666666666666666,0.06666666666666667,1,0.9996099799332668,Safety Concerns
Study_22,Site 126,BGR,EMEA,53,0.0127955183262002,0.2418281535648994,0.0475559022419215,10,0.1886792452830188,0,6,6,0,0,2,4,0,9,0,0,0,4,Low,0.0,False,0.0,0.11320754716981132,5,0.9899668044584579,Data Laggards
Study_22,Site 127,BGR,EMEA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999981305379673,High Performers
Study_22,Site 129,BGR,EMEA,13,0.013627009797028,0.177151127361365,0.0491328825544348,2,0.1538461538461538,0,1,1,0,0,1,0,0,15,0,0,0,0,Low,0.0,False,0.0,0.07692307692307693,5,0.9979861673788611,Data Laggards
Study_22,Site 1291,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_22,Site 1294,USA,AMERICA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999978963593812,High Performers
Study_22,Site 1295,CHN,ASIA,15,0.0195790010193679,0.2936850152905199,0.0758291448833902,2,0.1333333333333333,1,0,1,2,0,0,0,0,0,0,4,0,0,Low,0.0,False,0.06666666666666667,0.06666666666666667,9,0.9997511953023231,Safety Concerns
Study_22,Site 1296,CHN,ASIA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999968800970788,High Performers
Study_22,Site 1297,CHN,ASIA,13,0.0037475345167652,0.0487179487179487,0.0135119278567684,1,0.0769230769230769,0,1,1,0,0,0,0,0,0,0,0,0,1,Low,0.0,False,0.0,0.07692307692307693,5,0.9998701769244074,Data Laggards
Study_22,Site 1298,CHN,ASIA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999981305379673,High Performers
Study_22,Site 1299,CHN,ASIA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999976168767662,High Performers
Study_22,Site 13,POL,EMEA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999984930023182,High Performers
Study_22,Site 1301,CHN,ASIA,12,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999950916454013,High Performers
Study_22,Site 1302,CHN,ASIA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999958070754227,High Performers
Study_22,Site 1303,CHN,ASIA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999968800970788,High Performers
Study_22,Site 1304,CHN,ASIA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999984930023182,High Performers
Study_22,Site 1306,CHN,ASIA,18,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999855286603142,High Performers
Study_22,Site 1307,CHN,ASIA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999984930023182,High Performers
Study_22,Site 1308,CHN,ASIA,17,0.0105281929956626,0.1789792809262644,0.0434088517680049,2,0.1176470588235294,0,1,1,0,0,1,0,0,20,0,0,0,0,Low,0.0,False,0.0,0.058823529411764705,5,0.9975252507798044,Data Laggards
Study_22,Site 1309,CHN,ASIA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999976168767662,High Performers
Study_22,Site 131,CZE,EMEA,11,0.021984377596809,0.2418281535648994,0.0729139317381107,3,0.2727272727272727,0,1,1,0,0,1,2,0,5,0,0,0,0,Low,0.0,False,0.0,0.09090909090909091,5,0.9997260886239185,Data Laggards
Study_22,Site 1310,CHN,ASIA,46,0.0028985507246376,0.1333333333333333,0.0196589274873196,1,0.0217391304347826,0,1,1,0,1,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.021739130434782608,5,0.9050286866701959,Data Laggards
Study_22,Site 132,CZE,EMEA,14,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999931419599984,High Performers
Study_22,Site 1330,HRV,EMEA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998327304442,High Performers
Study_22,Site 1331,HRV,EMEA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_22,Site 1332,HRV,EMEA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998327304442,High Performers
Study_22,Site 1333,HRV,EMEA,21,0.0044444444444444,0.0933333333333333,0.0203670030886926,1,0.0476190476190476,0,1,1,0,0,0,2,0,0,0,0,0,0,Low,0.0,False,0.0,0.047619047619047616,5,0.9981131069549843,Data Laggards
Study_22,Site 1335,HRV,EMEA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999981305379673,High Performers
Study_22,Site 1336,HRV,EMEA,141,0.0091195414421281,0.2520658135283364,0.0407314255748691,16,0.1134751773049645,1,7,8,0,0,5,5,0,110,18,0,2,0,Low,0.9,True,0.0070921985815602835,0.05673758865248227,6,0.8638566128455796,Moderate Performers
Study_22,Site 1337,HRV,EMEA,33,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.55,True,0.0,0.0,4,0.999360172528684,High Performers
Study_22,Site 1338,HRV,EMEA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_22,Site 1339,HRV,EMEA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998327304442,High Performers
Study_22,Site 1340,HRV,EMEA,7,0.0705040480543222,0.2473126142595978,0.1204090012187561,6,0.8571428571428571,2,0,2,0,0,2,4,0,37,0,0,0,0,Medium,0.0,False,0.2857142857142857,0.2857142857142857,9,0.8755681886619402,Safety Concerns
Study_22,Site 1341,HRV,EMEA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999984930023182,High Performers
Study_22,Site 1342,HRV,EMEA,89,0.0285203118646682,0.2491407678244973,0.0785005611882097,31,0.348314606741573,7,4,11,0,0,10,20,0,190,0,1,0,0,Low,0.9,True,0.07865168539325842,0.12359550561797752,1,0.9999586972542642,Safety Concerns
Study_22,Site 1343,HRV,EMEA,1,0.1566666666666666,0.1566666666666666,0.0,2,2.0,0,1,1,0,0,0,1,0,0,565,0,0,0,High,0.825,True,0.0,1.0,0,0.9999971950882047,Data Laggards
Study_22,Site 1346,DNK,EMEA,14,0.0509265699287829,0.2495063985374771,0.0918184383020765,9,0.6428571428571429,1,3,4,0,0,2,7,0,31,28,0,0,0,Medium,0.0,False,0.07142857142857142,0.2857142857142857,7,0.9995526948193149,Safety Concerns
Study_22,Site 1347,DNK,EMEA,24,0.0020299145299145,0.0487179487179487,0.0099445096395043,1,0.0416666666666666,0,1,1,0,0,0,0,0,0,0,0,0,1,Low,0.0,False,0.0,0.041666666666666664,5,0.9988033036684383,Data Laggards
Study_22,Site 1348,DNK,EMEA,13,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999994216849469,High Performers
Study_22,Site 1349,DNK,EMEA,28,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9998498347438979,High Performers
