study,site_id,country,region,subject_count,site_risk_category,cluster_id,cluster_name,prob_cluster_0,prob_cluster_1,prob_cluster_2
Study_22,Site 125,BGR,EMEA,60,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999854362,1.4563753656413238e-11
Study_22,Site 126,BGR,EMEA,53,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999907521,9.248028264377142e-12
Study_22,Site 127,BGR,EMEA,5,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.424035880131437e-15,1.4191955094535635e-26
Study_22,Site 129,BGR,EMEA,13,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999976135,2.386559217592648e-12
Study_22,Site 1291,USA,AMERICA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_22,Site 1294,USA,AMERICA,6,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.5951443848285016e-15,2.0424493852363178e-26
Study_22,Site 1295,CHN,ASIA,15,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.766248668518907e-21
Study_22,Site 1296,CHN,ASIA,9,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.2987767038517915e-15,4.251378625289835e-26
Study_22,Site 1297,CHN,ASIA,13,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.665331335769858e-15,1.0423674220248636e-25
Study_22,Site 1298,CHN,ASIA,5,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.424035880131437e-15,1.4191955094535635e-26
Study_22,Site 1299,CHN,ASIA,7,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.596536144984012e-15,2.735937423305616e-26
Study_22,Site 13,POL,EMEA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_22,Site 1301,CHN,ASIA,12,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.566519004571872e-15,6.613350666021497e-26
Study_22,Site 1302,CHN,ASIA,11,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.822612489196664e-15,5.830150706469918e-26
Study_22,Site 1303,CHN,ASIA,9,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.2987767038517915e-15,4.251378625289835e-26
Study_22,Site 1304,CHN,ASIA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_22,Site 1306,CHN,ASIA,18,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.214380258707123e-15,1.0827699234400148e-25
Study_22,Site 1307,CHN,ASIA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_22,Site 1308,CHN,ASIA,17,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999974349,2.5652181556627185e-12
Study_22,Site 1309,CHN,ASIA,7,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.596536144984012e-15,2.735937423305616e-26
Study_22,Site 131,CZE,EMEA,11,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999971381,2.861918574417951e-12
Study_22,Site 1310,CHN,ASIA,46,Low,2,Cluster_2_High_Risk_Elevated_DQI,4.978938741922322e-67,5.452533435487658e-93,1.0
Study_22,Site 132,CZE,EMEA,14,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.066520149196283e-15,8.127785163504165e-26
Study_22,Site 1330,HRV,EMEA,4,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.015486583897409e-15,8.893253760915574e-27
Study_22,Site 1331,HRV,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_22,Site 1332,HRV,EMEA,4,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.015486583897409e-15,8.893253760915574e-27
Study_22,Site 1333,HRV,EMEA,21,Low,0,Cluster_0_Low_Risk,0.999999999934694,6.530530390105633e-11,5.38595994981955e-22
Study_22,Site 1335,HRV,EMEA,5,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.424035880131437e-15,1.4191955094535635e-26
Study_22,Site 1336,HRV,EMEA,141,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999739695,2.6030596868046435e-11
Study_22,Site 1337,HRV,EMEA,33,Low,0,Cluster_0_Low_Risk,1.0,6.635042195642521e-16,1.6487245017480291e-25
Study_22,Site 1338,HRV,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_22,Site 1339,HRV,EMEA,4,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.015486583897409e-15,8.893253760915574e-27
Study_22,Site 1340,HRV,EMEA,7,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999680325088,3.196749154366217e-08
Study_22,Site 1341,HRV,EMEA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_22,Site 1342,HRV,EMEA,89,Low,1,Cluster_1_Completeness_Issues,0.0,0.999999999979676,2.0323980580033835e-11
Study_22,Site 1343,HRV,EMEA,1,High,1,Cluster_1_Completeness_Issues,0.0,1.0,1.1115359363005188e-44
Study_22,Site 1346,DNK,EMEA,14,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999934914,6.508596006656864e-12
Study_22,Site 1347,DNK,EMEA,24,Low,0,Cluster_0_Low_Risk,1.0,1.5575922550860144e-15,1.5525687354588918e-25
Study_22,Site 1348,DNK,EMEA,13,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.3124962649117986e-15,7.381235737248412e-26
Study_22,Site 1349,DNK,EMEA,28,Low,0,Cluster_0_Low_Risk,1.0,9.765184727811167e-16,1.5302105118093906e-25
Study_22,Site 1350,DNK,EMEA,95,Low,0,Cluster_0_Low_Risk,1.0,7.915021607961427e-16,1.9215801017940532e-25
Study_22,Site 1351,DNK,EMEA,133,Low,0,Cluster_0_Low_Risk,1.0,3.9978026370406275e-18,8.907289997968468e-26
Study_22,Site 1354,DNK,EMEA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_22,Site 1355,DNK,EMEA,12,Low,0,Cluster_0_Low_Risk,0.9999999999997868,2.1347808661960283e-13,7.438766691574625e-25
Study_22,Site 1359,LVA,EMEA,14,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.066520149196283e-15,8.127785163504165e-26
Study_22,Site 1360,LVA,EMEA,10,Low,0,Cluster_0_Low_Risk,0.9999999999911715,8.828706411431363e-12,2.802802433398273e-23
Study_22,Site 1362,LVA,EMEA,62,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999876392,1.2360817483180042e-11
Study_22,Site 1363,LVA,EMEA,27,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999902214,9.778687935111408e-12
Study_22,Site 1364,LVA,EMEA,10,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999968971,3.1029395045713452e-12
Study_22,Site 1365,LVA,EMEA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_22,Site 1388,LTU,EMEA,29,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999957527,4.24737571065975e-12
Study_22,Site 1389,LTU,EMEA,31,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999955009,4.4992674334802534e-12
Study_22,Site 1390,LTU,EMEA,21,Low,0,Cluster_0_Low_Risk,0.9999999999999076,9.406386751887784e-14,7.821517488823655e-25
Study_22,Site 1396,SWE,EMEA,5,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.424035880131437e-15,1.4191955094535635e-26
Study_22,Site 1398,SWE,EMEA,17,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999345839,6.541619726604935e-11
Study_22,Site 14,POL,EMEA,46,Low,0,Cluster_0_Low_Risk,0.9999999999999858,1.285632238794641e-14,5.317605172933413e-25
Study_22,Site 1402,SWE,EMEA,25,Low,0,Cluster_0_Low_Risk,1.0,1.2419825402492152e-15,1.4285006804786511e-25
Study_22,Site 1403,SWE,EMEA,22,Low,0,Cluster_0_Low_Risk,1.0,1.5881975770788409e-15,1.299993857581428e-25
Study_22,Site 1404,SWE,EMEA,7,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.596536144984012e-15,2.735937423305616e-26
Study_22,Site 147,GRC,EMEA,25,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999900264,9.973595967587626e-12
Study_22,Site 148,GRC,EMEA,6,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999848894,1.511056072372389e-11
Study_22,Site 149,GRC,EMEA,29,Low,0,Cluster_0_Low_Risk,1.0,9.02550897721729e-16,1.5586950020817032e-25
Study_22,Site 15,POL,EMEA,13,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.3124962649117986e-15,7.381235737248412e-26
Study_22,Site 153,HUN,EMEA,38,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999693977,3.060234248458091e-11
Study_22,Site 154,HUN,EMEA,68,Low,2,Cluster_2_High_Risk_Elevated_DQI,1.8984917886072824e-17,9.984737574991227e-38,1.0
Study_22,Site 156,HUN,EMEA,12,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.566519004571872e-15,6.613350666021497e-26
Study_22,Site 158,HUN,EMEA,26,Low,0,Cluster_0_Low_Risk,0.999999999999936,6.451835677161685e-14,8.145200801594728e-25
Study_22,Site 159,HUN,EMEA,26,Low,0,Cluster_0_Low_Risk,1.0,1.145551855178246e-15,1.4652323327354095e-25
Study_22,Site 16,POL,EMEA,10,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999976956,2.304574122043763e-12
Study_22,Site 161,ISR,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_22,Site 162,ISR,EMEA,7,Low,0,Cluster_0_Low_Risk,0.9999999810804499,1.891955165909624e-08,3.485805299465262e-20
Study_22,Site 163,POL,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_22,Site 164,POL,EMEA,10,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_22,Site 1645,IND,ASIA,3,Low,1,Cluster_1_Completeness_Issues,7.8692875484087e-194,0.9999999999990243,9.755806206375455e-13
Study_22,Site 1646,IND,ASIA,7,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.596536144984012e-15,2.735937423305616e-26
Study_22,Site 1647,IND,ASIA,40,Low,0,Cluster_0_Low_Risk,1.0,3.9850891463687647e-16,1.7313820422655987e-25
Study_22,Site 1648,IND,ASIA,13,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.3124962649117986e-15,7.381235737248412e-26
Study_22,Site 1649,IND,ASIA,13,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.3124962649117986e-15,7.381235737248412e-26
Study_22,Site 1650,IND,ASIA,21,Low,0,Cluster_0_Low_Risk,0.999999999934694,6.530530390105633e-11,5.38595994981955e-22
Study_22,Site 1651,IND,ASIA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_22,Site 1652,IND,ASIA,19,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_22,Site 1653,IND,ASIA,4,Low,0,Cluster_0_Low_Risk,0.9999999999994564,5.451480228608253e-13,7.181232906574265e-25
Study_22,Site 1654,IND,ASIA,13,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.3124962649117986e-15,7.381235737248412e-26
Study_22,Site 1655,IND,ASIA,14,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999964726,3.5274610053183034e-12
Study_22,Site 1656,IND,ASIA,11,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999417556,5.824445115772402e-11
Study_22,Site 1657,IND,ASIA,19,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_22,Site 1658,IND,ASIA,7,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.596536144984012e-15,2.735937423305616e-26
Study_22,Site 1659,IND,ASIA,63,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999764464,2.3553552836693578e-11
Study_22,Site 166,ARG,AMERICA,41,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,6.983496417839867e-119,1.0
Study_22,Site 1660,IND,ASIA,11,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999962987,3.701171447022201e-12
Study_22,Site 1661,IND,ASIA,27,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_22,Site 1662,IND,ASIA,7,Medium,1,Cluster_1_Completeness_Issues,0.0,0.999999999809871,1.901290592821072e-10
Study_22,Site 1663,IND,ASIA,14,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.066520149196283e-15,8.127785163504165e-26
Study_22,Site 1664,IND,ASIA,14,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.066520149196283e-15,8.127785163504165e-26
Study_22,Site 1665,IND,ASIA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_22,Site 1666,IND,ASIA,30,Low,0,Cluster_0_Low_Risk,0.9999999999999574,4.3715576967808754e-14,7.14847160249247e-25
Study_22,Site 1667,IND,ASIA,32,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999944458,5.554390370121723e-12
Study_22,Site 1668,IND,ASIA,19,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999969047,3.0953725507077457e-12
Study_22,Site 1669,IND,ASIA,8,Low,0,Cluster_0_Low_Risk,0.9999999999996767,3.220348254724901e-13,6.870324788095449e-25
Study_22,Site 1670,IND,ASIA,16,Low,0,Cluster_0_Low_Risk,0.9999999999998508,1.4898101303676554e-13,7.845653519272162e-25
Study_22,Site 1671,IND,ASIA,5,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.424035880131437e-15,1.4191955094535635e-26
Study_22,Site 1672,IND,ASIA,3,Medium,1,Cluster_1_Completeness_Issues,0.0,0.99999974992826,2.500717398854269e-07
Study_22,Site 1673,MYS,ASIA,65,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999208655,7.913443148122763e-11
Study_22,Site 1674,MYS,ASIA,14,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999995653474375,4.3465256174846967e-07
Study_22,Site 1675,MYS,ASIA,13,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.3124962649117986e-15,7.381235737248412e-26
Study_22,Site 1676,MYS,ASIA,8,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999966157,3.3842820855634815e-12
Study_22,Site 1677,MYS,ASIA,16,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999943555,5.644539011565732e-12
Study_22,Site 1678,MYS,ASIA,6,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.5951443848285016e-15,2.0424493852363178e-26
Study_22,Site 1679,MYS,ASIA,20,Low,0,Cluster_0_Low_Risk,0.9999999999999964,1.874945928064002e-15,1.1981291546501886e-25
Study_22,Site 168,ARG,AMERICA,43,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_22,Site 1680,MYS,ASIA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_22,Site 1681,MYS,ASIA,9,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999941767,5.82337322255119e-12
Study_22,Site 1682,MYS,ASIA,4,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999979408685,2.0591313857778053e-09
Study_22,Site 1683,MYS,ASIA,36,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999452397,5.476030601079802e-11
Study_22,Site 1684,MYS,ASIA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_22,Site 1685,PHL,ASIA,6,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999804448,1.9555139835953015e-11
Study_22,Site 1686,PHL,ASIA,7,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.596536144984012e-15,2.735937423305616e-26
Study_22,Site 1687,THA,ASIA,11,Low,0,Cluster_0_Low_Risk,0.999999999999762,2.3837100245476176e-13,7.402648168939282e-25
Study_22,Site 1688,THA,ASIA,18,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999969256,3.0745408067266412e-12
Study_22,Site 1689,TUR,EMEA,15,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999967386,3.2616080933057254e-12
Study_22,Site 169,ARG,AMERICA,21,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999996913513,3.0864885088570727e-10
Study_22,Site 1690,TUR,EMEA,8,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.4838132559453015e-15,3.4783919873135606e-26
Study_22,Site 1691,VNM,ASIA,10,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_22,Site 1692,VNM,ASIA,58,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_22,Site 1693,VNM,ASIA,93,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,3.022751204570511e-15,0.9999999999999964
Study_22,Site 1694,AUT,EMEA,18,Low,0,Cluster_0_Low_Risk,0.9999999982607335,1.7392675977854075e-09,1.0964906938391115e-20
Study_22,Site 1695,BGR,EMEA,43,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999775709,2.2429110419358667e-11
Study_22,Site 1696,BGR,EMEA,24,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_22,Site 1697,BGR,EMEA,24,Low,0,Cluster_0_Low_Risk,1.0,1.347353795884139e-15,1.388787241369172e-25
Study_22,Site 1698,BGR,EMEA,16,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.6116000788964038e-15,9.540086297095528e-26
Study_22,Site 1699,BGR,EMEA,23,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999998999698138,1.0003018579800874e-07
Study_22,Site 17,POL,EMEA,35,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999951021,4.897879976354389e-12
Study_22,Site 170,ARG,AMERICA,10,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999979468,2.053257434657515e-12
Study_22,Site 1700,BGR,EMEA,26,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999927647,7.235285417267012e-12
Study_22,Site 1701,BGR,EMEA,31,Low,0,Cluster_0_Low_Risk,1.0,7.726966967024806e-16,1.608255305972066e-25
Study_22,Site 1702,BGR,EMEA,21,Low,0,Cluster_0_Low_Risk,1.0,1.7253953898687931e-15,1.250730992502155e-25
Study_22,Site 1703,BGR,EMEA,37,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999938853,6.114758352576958e-12
Study_22,Site 1704,BGR,EMEA,5,Low,2,Cluster_2_High_Risk_Elevated_DQI,3.9426890446697955e-59,0.0,1.0
Study_22,Site 1705,BGR,EMEA,13,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999962927,3.707255064086198e-12
Study_22,Site 1706,BGR,EMEA,20,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999996675512259,3.324487737691343e-07
Study_22,Site 1707,BGR,EMEA,6,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.5951443848285016e-15,2.0424493852363178e-26
Study_22,Site 1708,CZE,EMEA,8,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.4838132559453015e-15,3.4783919873135606e-26
Study_22,Site 1709,CZE,EMEA,14,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.066520149196283e-15,8.127785163504165e-26
Study_22,Site 171,ARG,AMERICA,10,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.07141912165501e-15,5.039484910839949e-26
Study_22,Site 1710,CZE,EMEA,76,Low,0,Cluster_0_Low_Risk,1.0,4.628060711457961e-17,1.4987460346168374e-25
Study_22,Site 1711,CZE,EMEA,7,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.596536144984012e-15,2.735937423305616e-26
Study_22,Site 1712,CZE,EMEA,4,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_22,Site 1713,CZE,EMEA,11,Low,0,Cluster_0_Low_Risk,0.9999999999997584,2.4023651914676044e-13,7.388640778179005e-25
Study_22,Site 1714,CZE,EMEA,16,Low,0,Cluster_0_Low_Risk,0.9999999537738671,4.62261344256238e-08,2.399609411027146e-19
Study_22,Site 1715,CZE,EMEA,7,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.596536144984012e-15,2.735937423305616e-26
Study_22,Site 1716,FRA,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_22,Site 1717,FRA,EMEA,4,Low,1,Cluster_1_Completeness_Issues,7.393807693773759e-105,0.9999999999988092,1.1907637328441233e-12
Study_22,Site 1718,FRA,EMEA,10,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999972704,2.729510848258603e-12
Study_22,Site 1719,FRA,EMEA,12,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999961569,3.8432911103327465e-12
Study_22,Site 172,ARG,AMERICA,30,Low,0,Cluster_0_Low_Risk,0.9999999999999574,4.3715576967808754e-14,7.14847160249247e-25
Study_22,Site 1720,FRA,EMEA,10,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.07141912165501e-15,5.039484910839949e-26
Study_22,Site 1721,FRA,EMEA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_22,Site 1722,FRA,EMEA,34,Low,1,Cluster_1_Completeness_Issues,0.0,0.999999999982202,1.779797652149585e-11
Study_22,Site 1723,FRA,EMEA,39,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999873033,1.2696834636732755e-11
Study_22,Site 1724,FRA,EMEA,5,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.424035880131437e-15,1.4191955094535635e-26
Study_22,Site 1725,FRA,EMEA,7,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.596536144984012e-15,2.735937423305616e-26
Study_22,Site 1726,FRA,EMEA,7,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999840903,1.590968170284452e-11
Study_22,Site 1727,FRA,EMEA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_22,Site 1728,FRA,EMEA,33,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999935971,6.402769940235817e-12
Study_22,Site 1729,FRA,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_22,Site 173,ARG,AMERICA,11,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.822612489196664e-15,5.830150706469918e-26
Study_22,Site 1730,FRA,EMEA,43,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999884481,1.155185606015896e-11
Study_22,Site 1731,FRA,EMEA,5,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.424035880131437e-15,1.4191955094535635e-26
Study_22,Site 1732,FRA,EMEA,13,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.3124962649117986e-15,7.381235737248412e-26
Study_22,Site 1733,GRC,EMEA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_22,Site 1734,HUN,EMEA,12,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999705742,2.942579147364196e-11
Study_22,Site 1735,HUN,EMEA,43,Low,2,Cluster_2_High_Risk_Elevated_DQI,3.168636623544125e-80,9.735985402709232e-108,1.0
Study_22,Site 1736,HUN,EMEA,13,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.3124962649117986e-15,7.381235737248412e-26
Study_22,Site 1737,HUN,EMEA,9,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999967781,3.221906946077766e-12
Study_22,Site 1738,HUN,EMEA,23,Low,0,Cluster_0_Low_Risk,1.0,1.4624754984693423e-15,1.3459843502958676e-25
Study_22,Site 1739,HUN,EMEA,9,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.2987767038517915e-15,4.251378625289835e-26
Study_22,Site 174,ARG,AMERICA,23,Low,1,Cluster_1_Completeness_Issues,0.0,0.999999999988569,1.1430946911650896e-11
Study_22,Site 1740,HUN,EMEA,2,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.2670635656672173e-15,1.9414551030072474e-27
Study_22,Site 1741,HUN,EMEA,13,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999967584,3.241597928102128e-12
Study_22,Site 1742,HUN,EMEA,18,Low,0,Cluster_0_Low_Risk,0.9999999999999964,2.214380258707123e-15,1.0827699234400148e-25
Study_22,Site 1743,HUN,EMEA,6,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.5951443848285016e-15,2.0424493852363178e-26
Study_22,Site 1744,HUN,EMEA,14,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.066520149196283e-15,8.127785163504165e-26
Study_22,Site 1745,HUN,EMEA,26,Low,0,Cluster_0_Low_Risk,1.0,1.145551855178246e-15,1.4652323327354095e-25
Study_22,Site 1746,ITA,EMEA,13,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999969462,3.0537072401750544e-12
Study_22,Site 1747,ITA,EMEA,11,Low,0,Cluster_0_Low_Risk,0.9999999999356461,6.435359555313448e-11,1.9789441982693923e-22
Study_22,Site 1748,ITA,EMEA,10,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999995881374235,4.118625764497776e-07
Study_22,Site 1749,ITA,EMEA,34,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.7355348827866207e-178,1.0
Study_22,Site 1750,ITA,EMEA,14,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999909428,9.057162864560152e-12
Study_22,Site 1751,ITA,EMEA,4,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.015486583897409e-15,8.893253760915574e-27
Study_22,Site 1752,ITA,EMEA,41,Low,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_22,Site 1753,ITA,EMEA,28,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999916775,8.322378340298633e-12
Study_22,Site 1754,ITA,EMEA,10,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999987763171,1.2236828996652482e-09
Study_22,Site 1755,ITA,EMEA,16,Low,0,Cluster_0_Low_Risk,0.9999999537738671,4.62261344256238e-08,2.399609411027146e-19
Study_22,Site 1756,ITA,EMEA,14,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999985937551,1.4062450191165427e-09
Study_22,Site 1757,ITA,EMEA,13,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.3124962649117986e-15,7.381235737248412e-26
Study_22,Site 1758,ITA,EMEA,9,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.2987767038517915e-15,4.251378625289835e-26
Study_22,Site 1759,ITA,EMEA,28,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999999999820821,1.7917913886813806e-11
Study_22,Site 176,ARG,AMERICA,14,Low,0,Cluster_0_Low_Risk,0.999987498391038,1.250160896161763e-05,3.556700098202881e-17
Study_22,Site 1760,ITA,EMEA,9,Low,0,Cluster_0_Low_Risk,0.9999999999999964,4.2987767038517915e-15,4.251378625289835e-26
Study_22,Site 1761,ITA,EMEA,6,Low,1,Cluster_1_Completeness_Issues,0.0,0.9999957525549857,4.24744501412274e-06
