study,site_id,country,region,subject_count,avg_dqi_score,max_dqi_score,std_dqi_score,total_issue_types,avg_issue_types,high_risk_count,medium_risk_count,subjects_with_issues,sae_pending_count_sum,uncoded_meddra_count_sum,missing_visit_count_sum,missing_pages_count_sum,lab_issues_count_sum,max_days_outstanding_sum,max_days_page_missing_sum,uncoded_whodd_count_sum,edrr_open_issues_sum,inactivated_forms_count_sum,site_risk_category
Study_21,Site 994,CHL,AMERICA,7,0.012619047619047622,0.08833333333333335,0.03338686178248174,1,0.14285714285714285,0,1,1,0,0,0,1,0,0,0,0,0,0,Low
Study_21,Site 995,NOR,EMEA,24,0.02743055555555556,0.2916666666666667,0.0763952017593504,4,0.16666666666666666,3,0,3,3,1,0,0,0,0,0,0,0,0,Low
Study_21,Site 996,NOR,EMEA,8,0.02291666666666667,0.18333333333333335,0.06481812160876686,1,0.125,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 997,NOR,EMEA,33,0.05,0.18333333333333335,0.082915619758885,9,0.2727272727272727,9,0,9,9,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 998,NOR,EMEA,5,0.11000000000000001,0.18333333333333335,0.10041580220928047,3,0.6,3,0,3,3,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 999,NOR,EMEA,38,0.03991228070175439,0.23333333333333334,0.07870378892820099,8,0.21052631578947367,8,0,8,9,0,0,0,0,0,0,0,0,0,Low
Study_22,1059,Unknown,Unknown,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 10,AUT,EMEA,9,0.02743855372740199,0.24694698354661793,0.08231566118220597,3,0.3333333333333333,1,0,1,0,0,1,2,0,19,0,0,0,0,Low
Study_22,Site 100,POL,EMEA,34,0.0038322427594891175,0.06883792048929666,0.015585987449980666,2,0.058823529411764705,0,2,2,0,0,0,0,0,0,0,1,1,0,Low
Study_22,Site 1001,COL,AMERICA,16,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1002,COL,AMERICA,22,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1008,MEX,AMERICA,22,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1009,MEX,AMERICA,10,0.006145833333333334,0.06145833333333334,0.019434831453118168,1,0.1,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 101,POL,EMEA,18,0.01738110324067086,0.2440219378427788,0.05883552145765659,4,0.2222222222222222,0,2,2,0,0,1,2,0,11,0,1,0,0,Low
Study_22,Site 1020,USA,AMERICA,7,0.037014652014652004,0.16166666666666665,0.05957124155065652,4,0.5714285714285714,0,3,3,0,0,0,2,0,0,524,0,0,2,Low
Study_22,Site 1022,USA,AMERICA,17,0.014160662436821165,0.2407312614259598,0.05838590695573003,3,0.17647058823529413,0,1,1,0,0,1,2,0,2,0,0,0,0,Low
Study_22,Site 1024,USA,AMERICA,21,0.004206349206349207,0.08833333333333335,0.019275913637512663,1,0.047619047619047616,0,1,1,0,0,0,1,0,0,0,0,0,0,Low
Study_22,Site 1025,USA,AMERICA,29,0.009161121193789071,0.13432748538011696,0.03425822733834953,4,0.13793103448275862,0,2,2,0,0,0,2,0,0,211,0,0,0,Low
Study_22,Site 1026,USA,AMERICA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1027,USA,AMERICA,1,0.10333333333333333,0.10333333333333333,0.0,1,1.0,0,1,1,0,0,0,4,0,0,0,0,0,0,Medium
Study_22,Site 1028,USA,AMERICA,8,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1029,USA,AMERICA,14,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1030,USA,AMERICA,26,0.010769230769230769,0.27999999999999997,0.05491251783869153,3,0.11538461538461539,1,0,1,0,0,1,2,0,119,0,0,0,0,Low
Study_22,Site 1035,USA,AMERICA,27,0.004745505739657786,0.12812865497076023,0.024658371146091033,2,0.07407407407407407,0,1,1,0,0,0,1,0,0,25,0,0,0,Low
Study_22,Site 1037,USA,AMERICA,6,0.040121876904326635,0.2407312614259598,0.09827812593835737,3,0.5,0,1,1,0,0,1,2,0,2,0,0,0,0,Low
Study_22,Site 1038,USA,AMERICA,8,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1039,USA,AMERICA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1040,USA,AMERICA,27,0.018251743516825784,0.24804387568555758,0.06576048819521182,6,0.2222222222222222,1,1,2,0,0,2,4,0,35,0,0,0,0,Low
Study_22,Site 1041,USA,AMERICA,19,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1042,USA,AMERICA,5,0.048438756855575874,0.24219378427787935,0.10831235307465162,3,0.6,0,1,1,0,0,1,2,0,6,0,0,0,0,Medium
Study_22,Site 1044,USA,AMERICA,2,0.11666666666666667,0.23333333333333334,0.1649915822768611,1,0.5,1,0,1,24,0,0,0,0,0,0,0,0,0,High
Study_22,Site 1047,USA,AMERICA,15,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1048,USA,AMERICA,23,0.00984235952199339,0.13304093567251463,0.03315455867026796,3,0.13043478260869565,0,2,2,0,0,0,3,0,0,109,0,0,0,Low
Study_22,Site 1049,USA,AMERICA,22,0.008803864331387268,0.1936850152905199,0.0412937840072862,2,0.09090909090909091,0,1,1,0,1,0,0,0,0,0,4,0,0,Low
Study_22,Site 1051,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1052,USA,AMERICA,16,0.01631578947368421,0.13333333333333333,0.044595005059413356,3,0.1875,0,2,2,0,1,0,1,0,0,18,0,0,0,Low
Study_22,Site 1054,USA,AMERICA,14,0.017299556019848526,0.24219378427787935,0.06472901156957583,3,0.21428571428571427,0,1,1,0,0,1,2,0,6,0,0,0,0,Low
Study_22,Site 1056,USA,AMERICA,24,0.0038888888888888883,0.09333333333333332,0.019051586888313606,1,0.041666666666666664,0,1,1,0,0,0,2,0,0,0,0,0,0,Low
Study_22,Site 1057,USA,AMERICA,13,0.03405083220872694,0.44266081871345025,0.12277202150078571,4,0.3076923076923077,1,0,1,38,1,0,1,0,0,131,0,0,0,Low
Study_22,Site 1058,USA,AMERICA,36,0.0035396361273554258,0.12742690058479533,0.021237816764132555,2,0.05555555555555555,0,1,1,0,0,0,1,0,0,13,0,0,0,Low
Study_22,Site 1059,USA,AMERICA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1067,USA,AMERICA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1072,USA,AMERICA,7,0.019047619047619046,0.13333333333333333,0.05039526306789696,1,0.14285714285714285,0,1,1,0,0,0,10,0,0,0,0,0,0,Low
Study_22,Site 1073,USA,AMERICA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1074,USA,AMERICA,8,0.015598958333333333,0.12479166666666666,0.04412051686778562,2,0.25,0,1,1,0,0,0,1,0,0,0,0,1,0,Low
Study_22,Site 1080,USA,AMERICA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1083,USA,AMERICA,13,0.004727564102564103,0.06145833333333334,0.017045474779837772,1,0.07692307692307693,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 1084,USA,AMERICA,15,0.0032478632478632474,0.04871794871794871,0.01257892026973349,1,0.06666666666666667,0,1,1,0,0,0,0,0,0,0,0,0,1,Low
Study_22,Site 1088,USA,AMERICA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 109,IND,ASIA,49,0.009960079095623625,0.24548446069469837,0.04878454644303185,6,0.12244897959183673,1,1,2,0,0,2,4,0,22,0,0,0,0,Low
Study_22,Site 1090,USA,AMERICA,11,0.04430114675087253,0.2436563071297989,0.09856382925312714,6,0.5454545454545454,0,2,2,0,0,2,4,0,20,0,0,0,0,Low
Study_22,Site 1092,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1093,USA,AMERICA,4,0.017209480122324164,0.06883792048929666,0.03441896024464833,1,0.25,0,1,1,0,0,0,0,0,0,0,1,0,0,Low
Study_22,Site 1095,USA,AMERICA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1099,USA,AMERICA,14,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 11,CZE,EMEA,21,0.004444444444444444,0.09333333333333332,0.02036700308869262,1,0.047619047619047616,0,1,1,0,0,0,2,0,0,0,0,0,0,Low
Study_22,Site 1100,USA,AMERICA,21,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1102,USA,AMERICA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1103,USA,AMERICA,17,0.03069577373911173,0.24182815356489945,0.06547722421642856,6,0.35294117647058826,0,4,4,0,0,1,8,0,5,0,0,0,0,Low
Study_22,Site 1106,USA,AMERICA,11,0.11353397272916421,0.49730769230769234,0.1565944205095757,16,1.4545454545454546,2,4,6,14,0,2,12,0,201,103,0,1,8,Medium
Study_22,Site 1108,USA,AMERICA,5,0.012291666666666668,0.06145833333333334,0.027485002223434918,1,0.2,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 1109,USA,AMERICA,23,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1110,USA,AMERICA,13,0.019586556039938124,0.2546252285191956,0.0706203321117458,3,0.23076923076923078,1,0,1,0,0,1,2,0,40,0,0,0,0,Low
Study_22,Site 1112,USA,AMERICA,14,0.018626373626373625,0.21166666666666664,0.057080681398993645,3,0.21428571428571427,0,2,2,0,0,1,0,0,119,0,0,0,2,Low
Study_22,Site 1113,USA,AMERICA,52,0.01697669611273974,0.24987202925045704,0.05366675556383731,12,0.23076923076923078,1,5,6,0,0,2,10,0,38,0,0,1,2,Low
Study_22,Site 1114,USA,AMERICA,23,0.015955276475107968,0.27363802559414996,0.05944200790076511,4,0.17391304347826086,1,1,2,0,0,1,4,0,92,0,0,0,0,Low
Study_22,Site 1115,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1116,USA,AMERICA,9,0.05642088157627464,0.26120658135283364,0.11201640438274295,6,0.6666666666666666,2,0,2,0,0,2,4,0,76,0,0,0,0,Medium
Study_22,Site 1117,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1120,USA,AMERICA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1121,USA,AMERICA,20,0.005852564102564102,0.11705128205128204,0.026173462352016768,2,0.1,0,1,1,0,0,0,2,0,0,0,0,0,1,Low
Study_22,Site 1123,USA,AMERICA,25,0.005991666666666668,0.08833333333333335,0.0210973959469111,2,0.08,0,2,2,0,0,0,1,0,0,0,0,1,0,Low
Study_22,Site 1125,USA,AMERICA,16,0.008220029239766082,0.13152046783625732,0.03288011695906433,2,0.125,0,1,1,0,0,0,1,0,0,83,0,0,0,Low
Study_22,Site 1128,USA,AMERICA,10,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1129,USA,AMERICA,12,0.01766819571865444,0.07434250764525996,0.03199168266644379,3,0.25,0,3,3,0,0,0,0,0,0,0,4,0,0,Low
Study_22,Site 113,BEL,EMEA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1136,USA,AMERICA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1137,USA,AMERICA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1139,USA,AMERICA,5,0.021666666666666667,0.10833333333333334,0.04844813951249544,1,0.2,0,1,1,0,0,0,5,0,0,0,0,0,0,Low
Study_22,Site 1140,USA,AMERICA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1145,USA,AMERICA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1148,USA,AMERICA,15,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1152,USA,AMERICA,11,0.020127591706539074,0.1280701754385965,0.04544971014322033,3,0.2727272727272727,0,2,2,0,0,0,3,0,0,24,0,0,0,Low
Study_22,Site 1153,USA,AMERICA,8,0.030091407678244975,0.2407312614259598,0.08511135369894386,3,0.375,0,1,1,0,0,1,2,0,2,0,0,0,0,Low
Study_22,Site 1155,USA,AMERICA,18,0.03150028218617522,0.27717125382263,0.08378041536352213,6,0.3333333333333333,1,2,3,18,0,1,2,0,2,0,1,0,2,Low
Study_22,Site 1156,USA,AMERICA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1157,USA,AMERICA,14,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1161,USA,AMERICA,13,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1162,USA,AMERICA,2,0.03072916666666667,0.06145833333333334,0.043457604260423235,1,0.5,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 1163,USA,AMERICA,13,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1164,USA,AMERICA,94,0.01959796828607362,0.31,0.0716842715627101,19,0.20212765957446807,6,1,7,0,0,9,17,0,596,0,0,0,0,Low
Study_22,Site 1166,USA,AMERICA,29,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1169,USA,AMERICA,4,0.01614583333333333,0.06458333333333333,0.03229166666666666,1,0.25,0,1,1,0,0,0,0,0,0,0,0,2,0,Low
Study_22,Site 1170,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1171,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1172,USA,AMERICA,36,0.025730912299410928,0.25023765996343694,0.06990448156720727,12,0.3333333333333333,2,4,6,0,0,3,6,0,60,0,0,3,0,Low
Study_22,Site 1173,USA,AMERICA,10,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1174,USA,AMERICA,5,0.012291666666666668,0.06145833333333334,0.027485002223434918,1,0.2,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 1175,USA,AMERICA,13,0.09747116240998957,0.27999999999999997,0.13201720530490377,14,1.0769230769230769,4,1,5,0,0,4,21,0,419,0,0,0,2,Medium
Study_22,Site 1177,USA,AMERICA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1179,USA,AMERICA,31,0.05767398173812192,0.26193784277879345,0.10436047200010538,22,0.7096774193548387,1,7,8,0,0,7,14,0,127,0,0,1,0,Medium
Study_22,Site 1180,USA,AMERICA,16,0.008565705128205129,0.13705128205128206,0.034262820512820515,2,0.125,0,1,1,0,0,0,6,0,0,0,0,0,1,Low
Study_22,Site 1181,USA,AMERICA,15,0.012444444444444444,0.09333333333333332,0.032840805692286514,2,0.13333333333333333,0,2,2,0,0,0,4,0,0,0,0,0,0,Low
Study_22,Site 1182,USA,AMERICA,8,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1184,USA,AMERICA,2,0.1203656307129799,0.2407312614259598,0.17022270739788772,3,1.5,0,1,1,0,0,1,2,0,2,0,0,0,0,High
Study_22,Site 1187,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1188,USA,AMERICA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1189,USA,AMERICA,13,0.01896779637181831,0.24658135283363802,0.06838936240115073,3,0.23076923076923078,1,0,1,0,0,1,2,0,18,0,0,0,0,Low
Study_22,Site 1191,USA,AMERICA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1192,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 12,FRA,EMEA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 124,BGR,EMEA,24,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 125,BGR,EMEA,60,0.016701432333160023,0.279892155711722,0.0631728821076464,13,0.21666666666666667,1,3,4,0,0,4,8,0,18,0,1,0,0,Low
Study_22,Site 126,BGR,EMEA,53,0.012795518326200262,0.24182815356489945,0.04755590224192155,10,0.18867924528301888,0,6,6,0,0,2,4,0,9,0,0,0,4,Low
Study_22,Site 127,BGR,EMEA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 129,BGR,EMEA,13,0.013627009797028078,0.177151127361365,0.04913288255443486,2,0.15384615384615385,0,1,1,0,0,1,0,0,15,0,0,0,0,Low
Study_22,Site 1291,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1294,USA,AMERICA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1295,CHN,ASIA,15,0.019579001019367995,0.29368501529051994,0.07582914488339029,2,0.13333333333333333,1,0,1,2,0,0,0,0,0,0,4,0,0,Low
Study_22,Site 1296,CHN,ASIA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1297,CHN,ASIA,13,0.0037475345167652854,0.04871794871794871,0.0135119278567684,1,0.07692307692307693,0,1,1,0,0,0,0,0,0,0,0,0,1,Low
Study_22,Site 1298,CHN,ASIA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1299,CHN,ASIA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 13,POL,EMEA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1301,CHN,ASIA,12,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1302,CHN,ASIA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1303,CHN,ASIA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1304,CHN,ASIA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1306,CHN,ASIA,18,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1307,CHN,ASIA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1308,CHN,ASIA,17,0.010528192995662615,0.17897928092626447,0.043408851768004984,2,0.11764705882352941,0,1,1,0,0,1,0,0,20,0,0,0,0,Low
Study_22,Site 1309,CHN,ASIA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 131,CZE,EMEA,11,0.021984377596809043,0.24182815356489945,0.07291393173811074,3,0.2727272727272727,0,1,1,0,0,1,2,0,5,0,0,0,0,Low
Study_22,Site 1310,CHN,ASIA,46,0.002898550724637681,0.13333333333333333,0.01965892748731961,1,0.021739130434782608,0,1,1,0,1,0,0,0,0,0,0,0,0,Low
Study_22,Site 132,CZE,EMEA,14,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1330,HRV,EMEA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1331,HRV,EMEA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1332,HRV,EMEA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1333,HRV,EMEA,21,0.004444444444444444,0.09333333333333332,0.02036700308869262,1,0.047619047619047616,0,1,1,0,0,0,2,0,0,0,0,0,0,Low
Study_22,Site 1335,HRV,EMEA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1336,HRV,EMEA,141,0.009119541442128147,0.2520658135283364,0.040731425574869175,16,0.11347517730496454,1,7,8,0,0,5,5,0,110,18,0,2,0,Low
Study_22,Site 1337,HRV,EMEA,33,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1338,HRV,EMEA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1339,HRV,EMEA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1340,HRV,EMEA,7,0.07050404805432228,0.24731261425959783,0.12040900121875611,6,0.8571428571428571,2,0,2,0,0,2,4,0,37,0,0,0,0,Medium
Study_22,Site 1341,HRV,EMEA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1342,HRV,EMEA,89,0.02852031186466827,0.2491407678244973,0.07850056118820978,31,0.34831460674157305,7,4,11,0,0,10,20,0,190,0,1,0,0,Low
Study_22,Site 1343,HRV,EMEA,1,0.15666666666666668,0.15666666666666668,0.0,2,2.0,0,1,1,0,0,0,1,0,0,565,0,0,0,High
Study_22,Site 1346,DNK,EMEA,14,0.05092656992878296,0.24950639853747714,0.0918184383020765,9,0.6428571428571429,1,3,4,0,0,2,7,0,31,28,0,0,0,Medium
Study_22,Site 1347,DNK,EMEA,24,0.0020299145299145296,0.04871794871794871,0.009944509639504355,1,0.041666666666666664,0,1,1,0,0,0,0,0,0,0,0,0,1,Low
Study_22,Site 1348,DNK,EMEA,13,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1349,DNK,EMEA,28,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1350,DNK,EMEA,95,0.0014952766531713898,0.09333333333333332,0.010754585203625315,2,0.021052631578947368,0,2,2,0,0,0,2,0,0,0,0,0,1,Low
Study_22,Site 1351,DNK,EMEA,133,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1354,DNK,EMEA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1355,DNK,EMEA,12,0.005736493374108055,0.06883792048929666,0.01987179596247474,1,0.08333333333333333,0,1,1,0,0,0,0,0,0,0,1,0,0,Low
Study_22,Site 1359,LVA,EMEA,14,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1360,LVA,EMEA,10,0.016217125382262998,0.09333333333333332,0.03467278608130822,2,0.2,0,2,2,0,0,0,0,0,0,0,7,0,0,Low
Study_22,Site 1362,LVA,EMEA,62,0.02117242019028523,0.2758032449725777,0.06637031270169431,17,0.27419354838709675,3,4,7,0,0,5,8,0,82,0,0,3,0,Low
Study_22,Site 1363,LVA,EMEA,27,0.026951046110095467,0.2436563071297989,0.07768204309378204,9,0.3333333333333333,0,3,3,0,0,3,6,0,21,0,0,0,0,Low
Study_22,Site 1364,LVA,EMEA,10,0.024182815356489945,0.24182815356489945,0.07647277676180497,3,0.3,0,1,1,0,0,1,2,0,5,0,0,0,0,Low
Study_22,Site 1365,LVA,EMEA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1388,LTU,EMEA,29,0.008326293891445501,0.24146252285191955,0.044838464838071315,3,0.10344827586206896,0,1,1,0,0,1,2,0,4,0,0,0,0,Low
Study_22,Site 1389,LTU,EMEA,31,0.009944929503487838,0.18080743449116393,0.039105796758337696,4,0.12903225806451613,0,2,2,0,0,1,1,0,25,14,0,0,0,Low
Study_22,Site 1390,LTU,EMEA,21,0.0029265873015873016,0.06145833333333334,0.013411307837420366,1,0.047619047619047616,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 1396,SWE,EMEA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1398,SWE,EMEA,17,0.04278309495644693,0.2436563071297989,0.09526728532466386,9,0.5294117647058824,0,3,3,0,0,3,6,0,20,0,0,0,0,Low
Study_22,Site 14,POL,EMEA,46,0.0016161414705491296,0.07434250764525996,0.010961204752677523,1,0.021739130434782608,0,1,1,0,0,0,0,0,0,0,2,0,0,Low
Study_22,Site 1402,SWE,EMEA,25,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1403,SWE,EMEA,22,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1404,SWE,EMEA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 147,GRC,EMEA,25,0.029224131627056674,0.24438756855575866,0.08077235925011507,9,0.36,0,3,3,0,0,3,6,0,29,0,0,0,0,Low
Study_22,Site 148,GRC,EMEA,6,0.04030469226081657,0.24182815356489945,0.09872593027890275,3,0.5,0,1,1,0,0,1,2,0,5,0,0,0,0,Low
Study_22,Site 149,GRC,EMEA,29,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 15,POL,EMEA,13,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
