study,site_id,country,region,subject_count,missing_visit_count,lab_issues_count,sae_total_count,sae_pending_count,missing_pages_count,uncoded_meddra_count,uncoded_whodd_count,inactivated_forms_count,edrr_open_issues
Study_21,Site 1224,USA,AMERICA,9,0,0,5,1,0,0,0,0,0
Study_21,Site 1225,USA,AMERICA,16,0,0,4,4,0,0,0,0,0
Study_21,Site 1226,USA,AMERICA,2,0,0,0,0,0,0,0,0,0
Study_21,Site 1227,USA,AMERICA,8,0,0,4,2,1,0,0,0,0
Study_21,Site 1228,USA,AMERICA,9,0,0,2,2,0,0,0,0,0
Study_21,Site 1229,USA,AMERICA,4,0,0,1,1,0,0,0,0,0
Study_21,Site 1230,USA,AMERICA,23,0,0,9,3,1,0,0,0,0
Study_21,Site 1231,USA,AMERICA,8,0,0,0,0,0,0,0,0,0
Study_21,Site 1232,USA,AMERICA,14,0,0,3,3,0,0,0,0,0
Study_21,Site 1233,USA,AMERICA,17,0,0,31,9,0,0,0,0,0
Study_21,Site 1234,USA,AMERICA,40,6,0,8,4,0,0,0,0,1
Study_21,Site 1235,USA,AMERICA,22,0,0,2,1,0,0,0,0,0
Study_21,Site 1236,USA,AMERICA,18,0,0,6,3,0,0,0,0,3
Study_21,Site 1237,USA,AMERICA,10,1,0,6,3,0,0,0,0,0
Study_21,Site 1238,USA,AMERICA,7,0,0,0,0,0,0,0,0,0
Study_21,Site 1239,USA,AMERICA,17,0,0,2,2,0,0,0,0,0
Study_21,Site 124,EST,EMEA,14,0,0,3,3,0,0,0,0,0
Study_21,Site 1240,USA,AMERICA,15,0,0,0,0,0,0,0,0,0
Study_21,Site 1241,USA,AMERICA,9,0,0,6,4,0,0,0,0,0
Study_21,Site 1242,USA,AMERICA,6,0,0,10,2,0,0,1,0,0
Study_21,Site 1243,USA,AMERICA,24,0,0,0,0,0,0,0,0,4
Study_21,Site 1244,USA,AMERICA,96,0,0,0,0,0,0,0,0,0
Study_21,Site 1245,USA,AMERICA,22,0,0,15,6,0,0,0,0,0
Study_21,Site 1246,USA,AMERICA,9,0,0,4,3,0,0,0,0,0
Study_21,Site 1247,USA,AMERICA,6,0,0,2,1,0,0,0,0,0
Study_21,Site 1248,USA,AMERICA,5,0,0,2,1,0,0,2,0,0
Study_21,Site 1249,USA,AMERICA,1,0,0,5,0,0,0,0,0,0
Study_21,Site 125,EST,EMEA,22,0,0,15,7,0,0,0,0,0
Study_21,Site 1250,USA,AMERICA,2,0,0,2,2,0,0,0,0,0
Study_21,Site 1251,USA,AMERICA,18,1,0,3,3,0,0,0,0,0
Study_21,Site 1252,USA,AMERICA,6,0,0,2,1,0,0,0,0,0
Study_21,Site 1253,USA,AMERICA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1254,USA,AMERICA,79,0,0,9,7,0,0,0,0,1
Study_21,Site 1255,USA,AMERICA,12,0,0,11,2,0,0,0,0,0
Study_21,Site 1256,USA,AMERICA,8,0,0,7,3,0,0,0,0,0
Study_21,Site 1257,USA,AMERICA,5,0,0,0,0,0,0,0,0,0
Study_21,Site 1258,USA,AMERICA,6,1,0,0,0,0,0,0,0,0
Study_21,Site 1259,USA,AMERICA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 126,EST,EMEA,8,0,0,5,2,0,0,0,0,0
Study_21,Site 1260,USA,AMERICA,9,0,0,0,0,0,0,0,0,0
Study_21,Site 1261,USA,AMERICA,12,0,0,13,4,1,0,2,0,0
Study_21,Site 1262,USA,AMERICA,20,0,0,3,2,0,0,0,0,1
Study_21,Site 1263,USA,AMERICA,17,0,0,16,8,0,0,0,0,0
Study_21,Site 1264,USA,AMERICA,7,0,0,3,3,2,0,1,0,0
Study_21,Site 1265,USA,AMERICA,4,0,0,0,0,0,0,0,0,0
Study_21,Site 1266,USA,AMERICA,6,0,0,1,1,0,0,0,0,0
Study_21,Site 1267,USA,AMERICA,20,0,0,18,18,4,0,0,0,1
Study_21,Site 1268,USA,AMERICA,5,0,0,0,0,0,0,0,0,0
Study_21,Site 1269,USA,AMERICA,4,0,0,10,1,0,0,0,0,0
Study_21,Site 127,EST,EMEA,5,0,0,3,1,0,0,0,0,0
Study_21,Site 1270,USA,AMERICA,28,0,0,11,5,4,2,1,1,0
Study_21,Site 1271,USA,AMERICA,19,0,0,0,0,0,0,0,0,0
Study_21,Site 1272,USA,AMERICA,2,0,0,1,1,0,0,0,0,0
Study_21,Site 1273,USA,AMERICA,14,0,0,12,7,0,0,0,0,0
Study_21,Site 1274,USA,AMERICA,23,0,0,0,0,0,0,0,0,0
Study_21,Site 1275,USA,AMERICA,4,0,0,1,1,1,0,0,0,0
Study_21,Site 1276,USA,AMERICA,4,0,0,4,1,0,0,0,0,0
Study_21,Site 1277,USA,AMERICA,12,0,0,1,1,0,0,0,0,0
Study_21,Site 1278,USA,AMERICA,6,0,0,0,0,0,0,0,0,0
Study_21,Site 1279,USA,AMERICA,6,1,0,0,0,4,0,0,0,1
Study_21,Site 1280,USA,AMERICA,18,0,0,28,1,0,0,0,0,0
Study_21,Site 1281,USA,AMERICA,12,0,0,11,2,0,0,0,0,0
Study_21,Site 1282,USA,AMERICA,8,0,0,1,1,0,0,0,0,0
Study_21,Site 1283,USA,AMERICA,15,0,0,3,1,0,0,0,0,0
Study_21,Site 1284,USA,AMERICA,4,0,0,0,0,0,0,0,0,0
Study_21,Site 1285,USA,AMERICA,8,0,0,1,1,0,0,0,0,0
Study_21,Site 1286,USA,AMERICA,14,0,0,6,3,0,0,0,0,0
Study_21,Site 1287,USA,AMERICA,2,2,0,0,0,0,0,0,0,0
Study_21,Site 1288,USA,AMERICA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 1289,USA,AMERICA,5,0,0,0,0,0,0,0,0,0
Study_21,Site 129,EST,EMEA,13,0,0,6,6,0,0,0,0,0
Study_21,Site 1290,USA,AMERICA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1291,USA,AMERICA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 1292,USA,AMERICA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1293,USA,AMERICA,8,0,0,5,1,0,0,0,0,0
Study_21,Site 1294,USA,AMERICA,8,0,0,1,1,0,0,0,0,0
Study_21,Site 1295,CHN,ASIA,4,0,0,0,0,0,0,0,0,0
Study_21,Site 1296,CHN,ASIA,17,0,0,8,5,0,0,0,0,0
Study_21,Site 1297,CHN,ASIA,19,0,0,9,5,0,0,0,0,0
Study_21,Site 1298,CHN,ASIA,5,0,0,5,2,0,0,0,0,0
Study_21,Site 1299,CHN,ASIA,11,1,0,4,1,0,0,0,0,0
Study_21,Site 130,FRA,EMEA,18,0,0,1,1,0,0,0,0,0
Study_21,Site 1300,CHN,ASIA,10,1,0,17,4,0,1,0,0,0
Study_21,Site 1301,CHN,ASIA,11,0,0,12,3,0,0,0,0,0
Study_21,Site 1302,CHN,ASIA,34,0,0,5,4,0,0,0,0,0
Study_21,Site 1303,CHN,ASIA,41,0,0,32,8,0,0,0,0,0
Study_21,Site 1304,CHN,ASIA,33,0,0,5,4,0,0,0,0,0
Study_21,Site 1305,CHN,ASIA,30,2,0,23,11,0,0,0,0,0
Study_21,Site 1306,CHN,ASIA,7,0,0,2,2,0,0,0,0,0
Study_21,Site 1307,CHN,ASIA,6,0,0,3,1,0,1,0,0,0
Study_21,Site 1308,CHN,ASIA,17,0,0,13,7,0,0,0,0,0
Study_21,Site 1309,CHN,ASIA,10,0,0,0,0,0,0,0,0,0
Study_21,Site 131,FRA,EMEA,18,0,0,19,8,0,0,0,0,0
Study_21,Site 1310,CHN,ASIA,19,0,0,5,3,0,0,0,0,0
Study_21,Site 1311,CHN,ASIA,7,0,0,0,0,0,0,0,0,0
Study_21,Site 1312,CHN,ASIA,10,0,0,10,3,0,0,0,0,0
Study_21,Site 1313,CHN,ASIA,16,1,0,39,8,2,0,0,0,0
Study_21,Site 1314,CHN,ASIA,2,0,0,9,2,0,0,0,0,0
Study_21,Site 1315,CHN,ASIA,5,0,0,0,0,0,0,0,0,0
Study_21,Site 1316,CHN,ASIA,13,0,0,7,3,0,0,0,0,0
Study_21,Site 1317,CHN,ASIA,5,0,0,2,2,0,0,0,0,0
Study_21,Site 1318,CHN,ASIA,5,1,0,0,0,3,0,0,0,0
Study_21,Site 1319,JPN,ASIA,2,0,0,0,0,0,0,0,0,0
Study_21,Site 132,FRA,EMEA,13,0,0,2,1,0,0,0,0,0
Study_21,Site 1320,JPN,ASIA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1321,JPN,ASIA,4,0,0,0,0,0,0,0,0,0
Study_21,Site 1322,JPN,ASIA,2,0,0,1,1,0,0,0,0,0
Study_21,Site 1323,JPN,ASIA,5,2,0,4,2,0,0,0,0,0
Study_21,Site 1324,JPN,ASIA,2,0,0,0,0,0,0,0,0,0
Study_21,Site 1325,JPN,ASIA,4,0,0,4,2,0,0,0,0,0
Study_21,Site 1326,JPN,ASIA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 1327,JPN,ASIA,2,0,0,1,1,0,0,0,0,0
Study_21,Site 1328,JPN,ASIA,2,1,0,0,0,0,0,0,0,0
Study_21,Site 1329,JPN,ASIA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 1330,AUS,ASIA,12,0,0,2,2,0,0,0,0,0
Study_21,Site 1331,AUS,ASIA,22,0,0,8,5,0,0,0,0,0
Study_21,Site 1332,AUS,ASIA,31,0,0,52,14,0,0,0,0,0
Study_21,Site 1333,AUS,ASIA,8,0,0,14,14,0,0,0,1,0
Study_21,Site 1334,AUS,ASIA,5,0,0,4,3,0,0,0,0,0
Study_21,Site 1335,AUS,ASIA,16,0,0,0,0,1,0,0,0,0
Study_21,Site 1336,AUS,ASIA,5,0,0,14,10,0,0,0,0,0
Study_21,Site 1337,AUS,ASIA,14,0,0,14,6,0,0,0,0,0
Study_21,Site 1338,AUS,ASIA,19,0,0,3,1,0,0,0,0,0
Study_21,Site 1339,AUS,ASIA,76,0,0,24,11,0,0,0,2,0
Study_21,Site 1340,AUS,ASIA,9,0,0,7,3,0,0,0,0,0
Study_21,Site 1341,AUS,ASIA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1342,AUS,ASIA,4,0,0,2,2,0,0,0,0,0
Study_21,Site 1343,AUS,ASIA,29,0,0,13,8,0,0,0,0,0
Study_21,Site 1344,AUS,ASIA,4,0,0,1,1,0,0,0,0,0
Study_21,Site 1345,BEL,EMEA,16,0,0,9,4,0,0,0,0,0
Study_21,Site 1346,BEL,EMEA,12,0,0,3,3,0,0,1,0,0
Study_21,Site 1347,BEL,EMEA,17,0,0,0,0,0,0,0,0,0
Study_21,Site 1348,BEL,EMEA,12,0,0,9,4,0,0,1,0,0
Study_21,Site 1349,BEL,EMEA,5,0,0,3,3,0,0,0,0,0
Study_21,Site 1350,BEL,EMEA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 1351,BEL,EMEA,8,0,0,4,1,0,0,0,0,0
Study_21,Site 1352,BEL,EMEA,24,0,0,24,19,0,2,0,0,0
Study_21,Site 1353,BEL,EMEA,28,1,0,13,12,0,0,0,0,0
Study_21,Site 1354,BEL,EMEA,9,0,0,6,6,0,0,0,0,0
Study_21,Site 1355,BEL,EMEA,25,0,0,22,9,1,2,5,0,0
Study_21,Site 1356,BEL,EMEA,20,0,0,11,2,0,2,0,0,0
Study_21,Site 1357,BEL,EMEA,6,0,0,5,4,0,0,0,0,0
Study_21,Site 1358,BEL,EMEA,22,0,0,11,6,0,0,0,0,0
Study_21,Site 1359,BGR,EMEA,65,0,0,42,27,0,0,0,0,0
Study_21,Site 1360,BGR,EMEA,30,0,0,24,8,0,0,0,0,0
Study_21,Site 1361,BGR,EMEA,11,1,0,1,1,0,0,0,0,0
Study_21,Site 1362,BGR,EMEA,86,0,0,12,9,0,1,1,0,0
Study_21,Site 1363,BGR,EMEA,22,1,0,0,0,0,0,0,0,0
Study_21,Site 1364,BGR,EMEA,65,0,0,18,14,0,3,0,0,0
Study_21,Site 1365,BGR,EMEA,25,0,0,11,6,0,0,0,0,0
Study_21,Site 1366,BGR,EMEA,25,0,0,11,5,0,2,0,0,0
Study_21,Site 1367,BGR,EMEA,13,0,0,2,2,0,0,0,0,1
Study_21,Site 1368,BGR,EMEA,25,0,0,2,2,0,0,0,0,0
Study_21,Site 1369,BGR,EMEA,54,0,0,5,3,1,0,0,0,0
Study_21,Site 1370,BGR,EMEA,77,0,0,42,28,0,0,4,0,0
Study_21,Site 1371,BGR,EMEA,56,1,0,4,3,0,0,0,0,0
Study_21,Site 1372,BGR,EMEA,60,0,0,28,7,0,0,0,0,0
Study_21,Site 1373,BGR,EMEA,26,0,0,4,2,0,0,0,0,0
Study_21,Site 1374,BGR,EMEA,30,0,0,9,6,0,0,0,0,0
Study_21,Site 1375,BGR,EMEA,8,0,0,0,0,0,0,0,0,0
Study_21,Site 1376,BGR,EMEA,24,1,0,11,9,0,0,0,0,0
Study_21,Site 1377,BGR,EMEA,55,0,0,2,2,0,0,0,0,0
Study_21,Site 1378,BGR,EMEA,10,0,0,5,3,0,0,0,0,0
Study_21,Site 1379,BGR,EMEA,35,0,0,15,10,0,1,0,0,0
Study_21,Site 1380,BGR,EMEA,22,0,0,0,0,0,0,0,0,0
Study_21,Site 1381,BGR,EMEA,46,5,0,21,17,0,0,1,0,0
Study_21,Site 1382,BGR,EMEA,3,0,0,1,1,0,0,0,0,0
Study_21,Site 1383,BGR,EMEA,8,0,0,0,0,0,0,0,0,0
Study_21,Site 1384,BGR,EMEA,3,0,0,0,0,0,0,0,0,0
Study_21,Site 1385,BGR,EMEA,28,0,0,8,5,0,0,0,0,0
Study_21,Site 1386,BGR,EMEA,17,0,0,4,4,0,0,0,0,0
Study_21,Site 1387,BGR,EMEA,17,0,0,4,2,0,1,0,0,0
Study_21,Site 1388,COL,AMERICA,33,0,0,1,1,0,0,0,1,0
Study_21,Site 1389,COL,AMERICA,113,3,0,84,39,0,0,0,0,0
Study_21,Site 1390,COL,AMERICA,90,1,0,42,21,0,0,0,0,0
Study_21,Site 1391,COL,AMERICA,9,0,0,5,1,0,0,1,0,0
Study_21,Site 1392,COL,AMERICA,49,0,0,5,3,0,0,0,0,0
Study_21,Site 1393,COL,AMERICA,11,1,0,5,4,0,0,0,0,0
Study_21,Site 1394,CZE,EMEA,35,0,0,19,5,0,0,0,0,0
Study_21,Site 1395,CZE,EMEA,13,0,0,1,1,0,0,0,0,0
Study_21,Site 1396,CZE,EMEA,10,0,0,0,0,0,0,0,0,0
Study_21,Site 1397,CZE,EMEA,42,0,0,10,8,0,0,0,0,0
Study_21,Site 1398,CZE,EMEA,5,0,0,7,2,0,0,0,0,0
Study_21,Site 1399,CZE,EMEA,87,2,0,16,10,0,0,0,1,1
Study_21,Site 14,SVK,EMEA,62,0,0,10,10,0,0,0,0,0
Study_21,Site 1400,CZE,EMEA,99,1,0,31,24,0,0,0,0,2
Study_21,Site 1401,CZE,EMEA,8,0,0,0,0,0,1,0,0,0
Study_21,Site 1402,CZE,EMEA,23,3,0,10,7,0,1,0,0,0
Study_21,Site 1403,CZE,EMEA,4,0,0,2,1,0,0,0,0,0
Study_21,Site 1404,CZE,EMEA,11,0,0,3,3,0,0,0,0,0
Study_21,Site 1405,CZE,EMEA,39,0,0,23,13,2,0,0,0,0
Study_21,Site 1406,CZE,EMEA,12,1,0,1,1,0,0,0,0,0
Study_21,Site 1407,CZE,EMEA,35,0,0,3,3,0,0,0,0,0
Study_21,Site 1408,CZE,EMEA,18,0,0,11,6,0,0,0,0,0
Study_21,Site 1409,CZE,EMEA,17,2,0,18,7,0,0,0,0,0
Study_21,Site 1410,CZE,EMEA,40,0,0,22,9,0,0,0,0,0
Study_21,Site 1411,CZE,EMEA,13,0,0,1,1,0,0,0,0,0
Study_21,Site 1412,CZE,EMEA,57,0,0,11,9,0,0,0,0,0
Study_21,Site 1413,CZE,EMEA,42,1,0,15,12,1,0,0,2,0
Study_21,Site 1414,CZE,EMEA,21,0,0,9,7,0,0,0,0,0
Study_21,Site 1415,CZE,EMEA,91,1,0,27,15,7,0,0,0,0
Study_21,Site 1416,CZE,EMEA,20,0,0,11,5,0,1,0,0,0
Study_21,Site 1417,CZE,EMEA,60,0,0,27,19,0,0,0,0,0
Study_21,Site 1418,CZE,EMEA,24,0,0,12,4,0,0,0,0,0
Study_21,Site 1419,CZE,EMEA,14,0,0,7,4,0,0,0,0,0
Study_21,Site 1420,CZE,EMEA,25,0,0,20,7,0,2,5,0,0
Study_21,Site 1421,DNK,EMEA,40,0,0,24,22,0,0,0,0,0
Study_21,Site 1422,DNK,EMEA,7,0,0,0,0,0,0,0,0,0
Study_21,Site 1423,DNK,EMEA,18,0,0,7,5,0,0,0,0,0
Study_21,Site 1424,DNK,EMEA,16,0,0,7,5,0,0,0,1,0
Study_21,Site 1425,DNK,EMEA,12,0,0,3,3,0,0,0,0,0
Study_21,Site 1426,DNK,EMEA,36,2,0,17,14,2,0,0,0,1
Study_21,Site 1427,DNK,EMEA,19,0,0,0,0,0,0,0,0,0
Study_21,Site 1428,DNK,EMEA,26,0,0,23,9,0,0,1,0,0
Study_21,Site 1429,DNK,EMEA,5,0,0,1,1,0,0,0,0,0
Study_21,Site 1430,HUN,EMEA,15,0,0,6,2,0,0,0,0,0
Study_21,Site 1431,HUN,EMEA,48,0,0,16,11,0,0,0,0,0
Study_21,Site 1432,HUN,EMEA,45,0,0,15,9,1,0,0,0,0
Study_21,Site 1433,HUN,EMEA,32,0,0,11,8,3,1,0,0,0
Study_21,Site 1434,HUN,EMEA,13,0,0,6,4,0,0,0,0,0
Study_21,Site 1435,HUN,EMEA,7,0,0,5,4,0,0,0,0,0
Study_21,Site 1436,HUN,EMEA,79,0,0,67,43,0,0,0,0,0
Study_21,Site 1437,HUN,EMEA,49,0,0,19,9,0,0,0,0,1
Study_21,Site 1438,HUN,EMEA,63,1,0,31,18,0,0,0,0,0
Study_21,Site 1439,HUN,EMEA,24,0,0,9,7,0,0,0,0,0
Study_21,Site 1440,HUN,EMEA,14,2,0,3,3,0,0,0,0,0
Study_21,Site 1441,HUN,EMEA,19,2,0,12,6,0,0,0,0,0
Study_21,Site 1442,HUN,EMEA,25,0,0,7,5,0,0,0,0,0
Study_21,Site 1443,HUN,EMEA,29,0,0,29,10,0,0,0,0,1
Study_21,Site 1444,HUN,EMEA,36,1,0,16,9,0,0,0,0,0
Study_21,Site 1445,HUN,EMEA,16,0,0,14,8,0,0,0,0,0
Study_21,Site 1446,HUN,EMEA,80,4,0,35,20,0,0,0,0,0
Study_21,Site 1447,HUN,EMEA,5,1,0,0,0,0,0,0,0,0
Study_21,Site 1448,HUN,EMEA,13,0,0,3,2,0,0,0,0,0
Study_21,Site 1449,HUN,EMEA,3,0,0,2,1,0,0,0,0,0
Study_21,Site 1450,HUN,EMEA,2,0,0,1,1,0,0,0,0,0
Study_21,Site 1451,ISR,EMEA,11,0,0,10,3,0,0,0,0,0
Study_21,Site 1452,ISR,EMEA,2,0,0,0,0,0,0,0,0,0
Study_21,Site 1453,ISR,EMEA,15,0,0,14,14,0,0,0,0,0
Study_21,Site 1454,ISR,EMEA,9,0,0,24,7,0,0,0,0,0
Study_21,Site 1455,ISR,EMEA,26,0,0,10,7,0,0,0,1,0
Study_21,Site 1456,ISR,EMEA,83,0,0,30,20,1,0,0,0,0
Study_21,Site 1457,ISR,EMEA,6,1,0,2,2,0,1,0,0,0
Study_21,Site 1458,ISR,EMEA,99,2,0,25,13,3,4,0,0,0
Study_21,Site 1459,LVA,EMEA,25,0,0,4,1,0,0,0,0,0
Study_21,Site 1460,LVA,EMEA,4,0,0,1,1,0,0,0,0,0
Study_21,Site 1461,LVA,EMEA,19,0,0,1,1,0,0,0,0,0
Study_21,Site 1462,LVA,EMEA,5,0,0,0,0,0,0,0,0,0
Study_21,Site 1463,LVA,EMEA,19,0,0,0,0,0,0,0,0,0
Study_21,Site 1464,LVA,EMEA,14,0,0,0,0,1,0,0,0,0
Study_21,Site 1465,LVA,EMEA,11,0,0,16,6,0,0,0,0,0
Study_21,Site 1466,LTU,EMEA,34,1,0,6,6,0,0,0,0,0
Study_21,Site 1467,LTU,EMEA,101,6,0,52,31,0,0,2,0,0
Study_21,Site 1468,LTU,EMEA,84,0,0,36,25,0,2,8,0,0
Study_21,Site 1469,LTU,EMEA,39,0,0,18,13,0,0,0,0,0
Study_21,Site 1470,LTU,EMEA,40,0,0,7,5,0,0,0,0,0
Study_21,Site 1471,LTU,EMEA,80,0,0,49,25,1,2,0,0,1
Study_21,Site 1472,LTU,EMEA,28,0,0,8,6,0,0,0,0,0
Study_21,Site 1473,LTU,EMEA,19,0,0,6,6,0,0,0,0,0
Study_21,Site 1474,LTU,EMEA,26,0,0,28,13,0,0,0,0,0
Study_21,Site 1475,LTU,EMEA,4,1,0,0,0,0,0,0,0,0
Study_21,Site 1476,LTU,EMEA,24,2,0,7,7,0,1,1,0,0
Study_21,Site 1477,MYS,ASIA,24,3,0,6,6,0,0,0,0,0
Study_21,Site 1478,MYS,ASIA,23,0,0,11,6,0,0,0,0,0
Study_21,Site 1479,MYS,ASIA,40,0,0,51,17,0,0,1,0,0
Study_21,Site 148,ITA,EMEA,6,0,0,2,2,0,0,0,0,0
Study_21,Site 1480,MYS,ASIA,20,0,0,7,3,0,0,1,0,0
Study_21,Site 1481,MYS,ASIA,28,0,0,16,10,0,0,0,0,0
Study_21,Site 1482,MYS,ASIA,4,0,0,0,0,0,0,0,0,0
Study_21,Site 1483,MEX,AMERICA,17,0,0,5,4,0,0,1,0,0
Study_21,Site 1484,MEX,AMERICA,34,0,0,7,4,0,0,0,0,0
Study_21,Site 1485,MEX,AMERICA,27,0,0,1,1,0,0,0,0,0
Study_21,Site 1486,MEX,AMERICA,25,0,0,3,2,0,0,0,0,0
Study_21,Site 1487,MEX,AMERICA,21,0,0,7,5,0,0,0,0,0
Study_21,Site 1488,MEX,AMERICA,12,0,0,9,4,2,0,0,0,0
Study_21,Site 1489,MEX,AMERICA,18,0,0,2,2,0,0,0,0,0
Study_21,Site 149,ITA,EMEA,8,0,0,3,3,0,0,0,0,0
Study_21,Site 1490,MEX,AMERICA,4,0,0,0,0,0,0,0,0,0
Study_21,Site 1491,MEX,AMERICA,25,0,0,5,3,0,0,0,0,0
Study_21,Site 1492,MEX,AMERICA,22,0,0,5,5,1,0,0,0,0
Study_21,Site 1493,MEX,AMERICA,17,1,0,0,0,0,0,0,0,0
Study_21,Site 1494,MEX,AMERICA,24,0,0,3,3,1,0,0,0,0
Study_21,Site 1495,MEX,AMERICA,14,0,0,1,1,0,0,0,0,0
Study_21,Site 1496,MEX,AMERICA,25,1,0,1,1,0,1,0,0,0
Study_21,Site 1497,MEX,AMERICA,9,0,0,1,1,0,0,0,0,1
Study_21,Site 1498,MEX,AMERICA,41,0,0,10,6,0,0,0,1,0
Study_21,Site 1499,MEX,AMERICA,30,0,0,1,1,0,0,0,0,0
Study_21,Site 15,SVK,EMEA,51,0,0,23,16,0,0,0,0,1
Study_21,Site 1500,NZL,ASIA,15,0,0,3,3,0,0,0,0,0
Study_21,Site 1501,NZL,ASIA,8,0,0,7,4,0,0,0,0,0
Study_21,Site 1502,NZL,ASIA,25,0,0,6,6,0,0,0,0,0
Study_21,Site 1503,NZL,ASIA,45,2,0,17,14,0,0,0,0,0
Study_21,Site 1504,NZL,ASIA,64,1,0,58,32,0,0,0,0,0
Study_21,Site 1505,NZL,ASIA,30,0,0,23,9,0,0,0,0,0
Study_21,Site 1506,NZL,ASIA,14,0,0,17,8,0,1,0,0,0
Study_21,Site 1507,POL,EMEA,17,0,0,2,2,0,0,0,0,0
Study_21,Site 1508,POL,EMEA,25,0,0,5,3,0,0,0,0,0
Study_21,Site 1509,POL,EMEA,14,0,0,0,0,14,0,0,0,0
Study_21,Site 1510,POL,EMEA,39,0,0,65,44,5,0,0,0,0
Study_21,Site 1511,POL,EMEA,24,2,0,5,3,0,0,0,0,0
Study_21,Site 1512,POL,EMEA,10,0,0,5,4,0,0,0,0,0
Study_21,Site 1513,POL,EMEA,200,5,0,49,29,0,0,2,0,0
Study_21,Site 1514,POL,EMEA,112,1,0,74,42,0,1,0,0,0
Study_21,Site 1515,POL,EMEA,22,0,0,7,4,0,0,0,0,0
Study_21,Site 1516,POL,EMEA,90,0,0,13,11,0,0,0,0,0
Study_21,Site 1517,POL,EMEA,23,0,0,5,3,0,0,0,0,0
Study_21,Site 1518,POL,EMEA,15,0,0,6,2,0,0,0,0,0
Study_21,Site 1519,POL,EMEA,149,0,0,17,9,0,0,0,0,0
Study_21,Site 1520,POL,EMEA,145,8,0,30,18,0,0,0,0,2
Study_21,Site 1521,POL,EMEA,10,0,0,12,4,0,0,0,0,0
Study_21,Site 1522,POL,EMEA,38,1,0,13,8,0,0,0,0,0
Study_21,Site 1523,POL,EMEA,27,1,0,21,11,0,0,0,0,0
Study_21,Site 1524,POL,EMEA,7,0,0,2,1,0,0,0,0,0
Study_21,Site 1525,POL,EMEA,1,0,0,0,0,0,0,0,0,0
Study_21,Site 1526,POL,EMEA,49,0,0,17,15,0,1,0,3,0
Study_21,Site 1527,POL,EMEA,96,1,0,66,24,2,0,0,0,0
Study_21,Site 1528,POL,EMEA,100,1,0,23,19,0,1,0,2,0
Study_21,Site 1529,POL,EMEA,3,0,0,6,4,0,0,0,0,0
Study_21,Site 153,NLD,EMEA,58,0,0,17,11,0,0,0,0,0
Study_21,Site 1530,POL,EMEA,9,0,0,1,1,0,0,0,0,0
Study_21,Site 1531,POL,EMEA,39,0,0,19,7,0,0,0,0,0
Study_21,Site 1532,POL,EMEA,20,0,0,12,6,0,0,0,0,0
Study_21,Site 1533,POL,EMEA,37,0,0,6,4,0,0,1,1,0
Study_21,Site 1534,ROU,EMEA,27,0,0,4,2,0,0,0,0,0
Study_21,Site 1535,ROU,EMEA,5,0,0,0,0,0,0,0,0,0
Study_21,Site 1536,ROU,EMEA,8,0,0,4,3,0,0,0,0,0
Study_21,Site 1537,ROU,EMEA,29,0,0,4,2,0,0,0,0,0
Study_21,Site 1538,ROU,EMEA,37,0,0,5,2,0,0,0,0,0
Study_21,Site 1539,ROU,EMEA,34,0,0,6,6,0,0,0,0,0
Study_21,Site 154,NLD,EMEA,42,0,0,16,10,0,0,0,0,0
Study_21,Site 1540,ROU,EMEA,23,0,0,6,4,0,0,0,0,0
Study_21,Site 1541,ROU,EMEA,47,12,0,7,7,0,0,0,0,0
Study_21,Site 1542,ROU,EMEA,28,1,0,10,5,0,0,0,0,0
Study_21,Site 1543,ROU,EMEA,27,0,0,2,2,0,0,0,0,0
Study_21,Site 1544,ROU,EMEA,2,0,0,0,0,0,0,0,0,0
Study_21,Site 1545,ROU,EMEA,31,1,0,10,6,0,0,0,0,0
Study_21,Site 1546,ROU,EMEA,40,0,0,10,9,0,0,0,0,2
Study_21,Site 1547,ROU,EMEA,67,0,0,26,17,0,0,1,0,0
Study_21,Site 1548,ROU,EMEA,13,0,0,3,2,0,0,0,0,0
Study_21,Site 1549,ROU,EMEA,6,2,0,0,0,0,0,0,0,0
Study_21,Site 155,NLD,EMEA,42,0,0,5,4,1,0,0,0,0
Study_21,Site 1550,ROU,EMEA,15,0,0,0,0,0,0,0,0,0
Study_21,Site 1551,ROU,EMEA,11,0,0,0,0,0,0,0,0,0
Study_21,Site 1552,ROU,EMEA,21,0,0,10,9,0,0,0,0,0
Study_21,Site 1553,SVN,EMEA,32,1,0,11,11,0,0,0,0,1
Study_21,Site 1554,SVN,EMEA,9,0,0,0,0,0,0,0,0,0
Study_21,Site 1555,SVN,EMEA,11,7,0,0,0,0,0,0,0,0
Study_21,Site 1556,SVN,EMEA,25,0,0,0,0,0,0,0,0,0
