study,site_id,anomaly_count,critical_count,high_count,medium_count,low_count,anomaly_types,type_diversity,anomaly_score,top_anomalies,is_anomaly
Study_21,Site 1472,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1473,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1474,3,1,1,1,0,PATTERN_ANOMALY,1,0.825,Site has 13 pending SAE reviews but is classified as 'Medium' risk (should be High); 42% of subjects (11/26) are high risk - systemic issue; Site has 13 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1477,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1478,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1565,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_6,Site 191,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 39 missing items outstanding for 168+ days,True
Study_6,Site 194,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 35 missing items outstanding for 79+ days,True
Study_6,Site 349,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 31 missing items outstanding for 188+ days,True
Study_6,Site 351,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 33 missing items outstanding for 300+ days,True
Study_7,Site 353,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 5 missing items outstanding for 63+ days,True
Study_7,Site 356,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 7 missing items outstanding for 62+ days,True
Study_8,Site 28,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 10 missing items outstanding for 69+ days,True
Study_21,Site 1417,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,High Risk Count is 4.7σ above average (18 vs mean 1.6); Site has 19 pending SAE reviews but is classified as 'Medium' risk (should be High); SAE Pending represents 100% of all issues (19/19),True
Study_8,Site 365,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 21 missing items outstanding for 133+ days,True
Study_8,Site 366,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 18 missing items outstanding for 52+ days,True
Study_8,Site 371,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 6 missing items outstanding for 50+ days,True
Study_8,Site 403,1,0,1,0,0,PATTERN_ANOMALY,1,0.825,Site has 6 missing items outstanding for 57+ days,True
Study_16,Site 664,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,Missing Visit Count is 3.3σ above average (5 vs mean 0.5); Edrr Open Issues is 8.0σ above average (39 vs mean 0.6); Site has 8 missing items outstanding for 63+ days,True
Study_21,Site 79,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 7 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 794,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1572,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 12 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 12 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1526,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 15 pending SAE reviews but is classified as 'Low' risk (should be High); SAE Pending represents 83% of all issues (15/18),True
Study_21,Site 153,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 11 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 11 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1531,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 7 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1532,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1539,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 154,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 10 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 10 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1542,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1545,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1546,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1552,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1553,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 11 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 11 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1559,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 156,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1561,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1562,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 7 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 161,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 8 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 8 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1610,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1611,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 10 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 10 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1612,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1613,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 8 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 8 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 506,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 7 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 508,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 8 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 8 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 509,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 517,3,1,1,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Medium' risk (should be High); 40% of subjects (4/10) are high risk - systemic issue; Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 537,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 7 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 544,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 11 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 11 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 545,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 547,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 11 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 11 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 548,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 15 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 15 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 62,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 781,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1601,3,1,1,1,0,PATTERN_ANOMALY,1,0.825,Site has 11 pending SAE reviews but is classified as 'Medium' risk (should be High); 47% of subjects (7/15) are high risk - systemic issue; Site has 11 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1602,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_22,Site 2150,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,Subject Count is 4.8σ above average (131 vs mean 16.9),True
Study_22,Site 435,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,Subject Count is 4.5σ above average (123 vs mean 16.9),True
"Study_21, Study_24",Site 1018,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
"Study_21, Study_24",Site 1034,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
"Study_21, Study_22",Site 1044,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_22,True
"Study_21, Study_22",Site 1059,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_21,True
"Study_21, Study_22",Site 1179,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_21,True
"Study_21, Study_22",Site 1180,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_21,True
"Study_21, Study_22",Site 1184,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_22,True
"Study_1, Study_11, Study_22, Study_25, Study_7",Site 12,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site is high risk in 2/5 studies: Study_1, Study_7",True
"Study_11, Study_4",Site 128,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_11,True
"Study_21, Study_22",Site 1336,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_21,True
"Study_21, Study_22",Site 1343,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_22,True
Study_21,Site 1606,3,1,1,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Medium' risk (should be High); 47% of subjects (9/19) are high risk - systemic issue; Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1626,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 7 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 163,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 10 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 10 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1633,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 10 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 10 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
"Study_1, Study_11, Study_17, Study_21, Study_22, Study_4, Study_5, Study_6, Study_7, Study_9",Site 14,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site is high risk in 4/10 studies: Study_17, Study_5, Study_6, Study_7",True
Study_21,Site 35,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,Subject Count is 4.6σ above average (127 vs mean 16.9); Site has 14 pending SAE reviews but is classified as 'Low' risk (should be High); SAE Pending represents 93% of all issues (14/15),True
Study_21,Site 437,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,Subject Count is 4.2σ above average (118 vs mean 16.9); High Risk Count is 3.5σ above average (14 vs mean 1.6); Site has 14 pending SAE reviews but is classified as 'Low' risk (should be High),True
Study_21,Site 1643,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 166,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 7 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 169,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 10 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 10 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 171,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1573,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 10 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 10 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1578,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 158,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 8 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 8 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1592,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1597,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 14 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 14 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1600,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 10 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 10 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 21,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 8 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 8 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 30,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 319,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 14 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 14 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 325,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 34,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 344,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 7 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 942,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,Missing Visit Count is 3.3σ above average (5 vs mean 0.5); Site has 7 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 5 missing items outstanding for 59+ days,True
Study_21,Site 184,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 11 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 11 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 185,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 187,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 195,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 197,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 198,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1621,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 8 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 8 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1623,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 7 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1624,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
"Study_1, Study_21",Site 27,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_1,True
"Study_11, Study_22, Study_24, Study_5, Study_8",Site 326,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site is high risk in 2/5 studies: Study_24, Study_5",True
"Study_17, Study_21, Study_24, Study_5, Study_8",Site 327,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site is high risk in 3/5 studies: Study_17, Study_24, Study_5",True
"Study_22, Study_5",Site 328,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_5,True
"Study_22, Study_5",Site 336,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_5,True
"Study_22, Study_5",Site 340,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_5,True
"Study_21, Study_24, Study_5",Site 281,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site is high risk in 2/3 studies: Study_24, Study_5",True
"Study_21, Study_5",Site 283,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_5,True
"Study_22, Study_5",Site 308,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_5,True
"Study_22, Study_5",Site 309,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_5,True
"Study_22, Study_5",Site 313,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_5,True
"Study_11, Study_22",Site 482,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_11,True
"Study_11, Study_19, Study_21, Study_25, Study_4",Site 155,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site is high risk in 2/5 studies: Study_11, Study_19",True
"Study_22, Study_24",Site 1645,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
"Study_22, Study_24",Site 1646,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
"Study_22, Study_24",Site 1648,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
Study_21,Site 421,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Medium' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 422,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 1528,4,1,1,2,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.825,Subject Count is 3.5σ above average (100 vs mean 16.9); High Risk Count is 4.1σ above average (16 vs mean 1.6); Site has 19 pending SAE reviews but is classified as 'Low' risk (should be High),True
"Study_21, Study_5",Site 341,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_21,True
"Study_22, Study_5",Site 343,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_5,True
"Study_25, Study_8",Site 361,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_8,True
"Study_11, Study_13, Study_19, Study_20, Study_22, Study_23, Study_25, Study_8",Site 417,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,"Site is high risk in 4/8 studies: Study_11, Study_19, Study_20, Study_8",True
"Study_24, Study_8",Site 426,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_24,True
"Study_22, Study_8",Site 444,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_8,True
"Study_22, Study_8",Site 448,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_8,True
"Study_10, Study_22",Site 462,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_10,True
"Study_11, Study_22",Site 476,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_11,True
Study_21,Site 423,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 436,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 9 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
Study_21,Site 456,2,1,0,1,0,PATTERN_ANOMALY,1,0.825,Site has 7 pending SAE reviews but is classified as 'Low' risk (should be High); Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,True
"Study_21, Study_5",Site 280,1,0,1,0,0,CROSS_STUDY_ANOMALY,1,0.825,Site is high risk in 1/2 studies: Study_5,True
Study_21,Site 1381,7,1,3,3,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.814,Missing Visit Count is 3.3σ above average (5 vs mean 0.5); Max Days Outstanding is 5.0σ above average (216 vs mean 11.0); High Risk Count is 4.1σ above average (16 vs mean 1.6),True
Study_16,Site 735,3,0,2,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.8,Missing Visit Count is 4.7σ above average (7 vs mean 0.5); Site has 15 missing items outstanding for 84+ days; Inactivated Forms represents 82% of all issues (70/85),True
Study_21,Site 1070,3,0,2,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.8,Missing Visit Count is 4.7σ above average (7 vs mean 0.5); Max Days Outstanding is 3.5σ above average (154 vs mean 11.0); Site has 7 missing items outstanding for 154+ days,True
Study_16,Site 772,3,0,2,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.8,Missing Visit Count is 4.7σ above average (7 vs mean 0.5); Site has 8 missing items outstanding for 101+ days; Inactivated Forms represents 85% of all issues (44/52),True
Study_16,Site 771,3,0,2,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.8,Missing Visit Count is 4.7σ above average (7 vs mean 0.5); Site has 15 missing items outstanding for 174+ days; Inactivated Forms represents 82% of all issues (70/85),True
Study_16,Site 675,3,0,2,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.8,Missing Visit Count is 4.7σ above average (7 vs mean 0.5); Site has 10 missing items outstanding for 104+ days; Inactivated Forms represents 85% of all issues (57/67),True
Study_22,Site 917,3,0,2,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.8,Missing Visit Count is 4.0σ above average (6 vs mean 0.5); Max Days Outstanding is 4.6σ above average (200 vs mean 11.0); Site has 18 missing items outstanding for 200+ days,True
Study_22,Site 2046,3,0,2,1,0,"PATTERN_ANOMALY, STATISTICAL_OUTLIER",2,0.8,Missing Visit Count is 4.7σ above average (7 vs mean 0.5); Max Days Outstanding is 3.7σ above average (163 vs mean 11.0); Site has 21 missing items outstanding for 163+ days,True
