anomaly_type,detection_method,level,study,site_id,country,region,metric,value,zscore,mean,std,severity,description,recommendation
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1633,SRB,EMEA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 10 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1636,SRB,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 5 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_21,Site 1636,SRB,EMEA,STALE_MISSING_DATA,,,,,HIGH,Site has 8 missing items outstanding for 207+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1638,SRB,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 13 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_21,Site 1638,SRB,EMEA,STALE_MISSING_DATA,,,,,HIGH,Site has 5 missing items outstanding for 79+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1638,SRB,EMEA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 13 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1639,SRB,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 164,SVK,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 14 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1640,SRB,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 21 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_21,Site 1640,SRB,EMEA,STALE_MISSING_DATA,,,,,HIGH,Site has 31 missing items outstanding for 132+ days,Escalate to site - missing data not being resolved in timely manner
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1640,SRB,EMEA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 21 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1642,SRB,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 14 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1642,SRB,EMEA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 14 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1643,SRB,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 1643,SRB,EMEA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 165,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 30 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 165,ARG,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 100% of all issues (30/30),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 165,ARG,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 30 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 166,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 166,ARG,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 168,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 169,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 10 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 169,ARG,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 10 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 171,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 171,ARG,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 172,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 27 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 172,ARG,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 100% of all issues (27/27),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 172,ARG,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 27 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 175,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 43 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 175,ARG,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 100% of all issues (43/43),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 180,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 24 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 180,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 89% of all issues (24/27),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 181,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 184,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 11 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 184,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 11 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 185,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 185,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 187,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 187,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 192,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 4 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 194,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 4 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 195,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 195,CHN,ASIA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 197,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 197,CHN,ASIA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 198,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 198,CHN,ASIA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 2,IND,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 201,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 23 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 201,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 92% of all issues (23/25),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 201,CHN,ASIA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 23 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 208,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 208,CHN,ASIA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 209,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 21,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 8 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 21,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 8 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 211,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 4 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 212,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 4 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 215,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 22 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 215,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 100% of all issues (22/22),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 215,CHN,ASIA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 22 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 217,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 22,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 48 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 22,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 83% of all issues (48/58),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 22,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 48 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 23,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 24,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 27,LVA,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 279,ESP,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 281,ESP,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 4 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 283,ESP,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 10 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 285,ESP,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 3 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 286,ESP,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 4 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 30,IND,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 30,IND,ASIA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 9 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 315,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 4 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 316,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 12 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 316,ARG,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 12 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 318,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 318,ARG,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 319,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 14 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 319,ARG,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 14 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 325,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 5 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 325,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 330,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 34 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 330,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 94% of all issues (34/36),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 330,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 34 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 333,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 4 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 34,IND,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 34,IND,ASIA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 6 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 341,USA,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 5 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 344,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 344,CHN,ASIA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 35,IND,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 14 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 35,IND,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 93% of all issues (14/15),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 35,IND,ASIA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 14 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 356,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 41 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 356,ARG,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 82% of all issues (41/50),Focus intervention specifically on sae pending - appears to be root cause
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 356,ARG,AMERICA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 41 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 357,IND,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE reviews but is classified as 'Low' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 357,IND,ASIA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 7 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 37,IND,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 8 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,MAJORITY_HIGH_RISK,site,Study_21,Site 37,IND,ASIA,MAJORITY_HIGH_RISK,,,,,HIGH,43% of subjects (6/14) are high risk - systemic issue,Site-wide quality intervention needed - majority of subjects have issues
PATTERN_ANOMALY,SAE_WITHOUT_CODING,site,Study_21,Site 37,IND,ASIA,SAE_WITHOUT_CODING,,,,,MEDIUM,Site has 8 pending SAE but 0 uncoded MedDRA terms - verify coding workflow,Check if SAE adverse event terms are being routed to coding team
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 38,IND,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 17 pending SAE reviews but is classified as 'Medium' risk (should be High),URGENT: Review site risk classification - pending SAE should trigger High risk
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 38,IND,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,SAE Pending represents 85% of all issues (17/20),Focus intervention specifically on sae pending - appears to be root cause
